CD_MUNICIPIO,NM_MUNICIPIO,CD_CARGO,DS_CARGO,NR_VOTAVEL,NM_VOTAVEL,SQ_CANDIDATO,QT_VOTOS_TOTAL,QT_ZONAS_COM_VOTO,QT_SECOES_COM_VOTO,QT_LOCAIS_COM_VOTO
41335,BETIM,13,Vereador,30180,CRISTIANA GOMES DOS REIS,130002212550,20,2,18,13
41335,BETIM,13,Vereador,23330,ERIKA CRISTINA DE SOUZA,130001893869,19,2,15,7
41335,BETIM,13,Vereador,18456,EVERTON PAIVA,130002369389,18,2,16,6
41335,BETIM,13,Vereador,15088,RAFAELA HORTA TAVARES,130001905742,18,2,16,15
41335,BETIM,13,Vereador,18190,WESLEY ADRIANO LEITE,130002369397,17,2,15,10
41335,BETIM,13,Vereador,77144,JUSSARA SOUZA DE CARVALHO,130001885088,16,1,15,7
41335,BETIM,13,Vereador,30330,IVANILDA RAMOS DA NEIVA,130002212551,15,2,14,11
41335,BETIM,13,Vereador,50500,THALITA CASSIMIRO DE ALMEIDA ROCHA,130002380271,13,2,13,8
41335,BETIM,13,Vereador,23122,NOELLE ELIZABETH SILVA DE SOUZA,130001893872,12,2,12,7
41335,BETIM,13,Vereador,23022,DENIS DE ASSIS OLIVEIRA,130001893866,12,2,12,11
41335,BETIM,13,Vereador,18000,ROSANGELA MARIA DE OLIVEIRA,130002380268,11,2,9,5
41335,BETIM,13,Vereador,77744,BRUNA PEREIRA CARVALHO DE OLIVEIRA,130001885080,10,2,10,8
41335,BETIM,13,Vereador,43330,JUVENIL LOPES FERREIRA,130001921640,10,1,8,6
41335,BETIM,13,Vereador,10022,VITOR DANIEL RODRIGUES MANSUR,130001905799,9,2,9,6
41335,BETIM,13,Vereador,18012,NATHALIE BUENO OTONI,130002380269,9,1,9,4
41335,BETIM,13,Vereador,27000,BENEDITO LUIZ DE JESUS,130001921714,7,2,7,6
41335,BETIM,13,Vereador,18777,FABIANE GONÇALVES CORREA,130002380270,7,1,5,3
41335,BETIM,13,Vereador,36193,JONAS MENDES DE SOUSA,130002212601,6,2,5,5
41335,BETIM,13,Vereador,33221,JULIANA JUNIA DE MELO RIBEIRO,130002031979,6,2,6,5
41335,BETIM,13,Vereador,36036,EDUARDO ALVES DOS SANTOS JUNIOR,130002212597,2,1,1,1
41335,BETIM,13,Vereador,33223,LUZIA NATALICIA FONTES,130002398322,2,2,2,2
41335,BETIM,13,Vereador,36012,PATRICIA APARECIDA VIEIRA FERREIRA,130002212598,1,1,1,1
