CD_SETOR,bairro,situacao,distrito,fonte_nome
310670505030178,Duque de Caxias,Urbana,Betim,IBGE
310670505030181,Itacolomi,Urbana,Betim,IBGE
310670505030182,Jardim Alterosas 2 Seção,Urbana,Betim,IBGE
310670505030183,Jardim Alterosas 2 Seção,Urbana,Betim,IBGE
310670505030184,Jardim Alterosas 2 Seção,Urbana,Betim,IBGE
310670505030185,Jardim Alterosas 2 Seção,Urbana,Betim,IBGE
310670505030186,Senhora de Fátima,Urbana,Betim,IBGE
310670505030187,Senhora de Fátima,Urbana,Betim,IBGE
310670505030188,Jardim Alterosas 2 Seção,Urbana,Betim,IBGE
310670505030189,Jardim Alterosas 2 Seção,Urbana,Betim,IBGE
310670505030190,Cruzeiro do Sul,Urbana,Betim,IBGE
310670505030191,Cruzeiro do Sul,Urbana,Betim,IBGE
310670505030192,Duque de Caxias,Urbana,Betim,IBGE
310670505030193,Duque de Caxias,Urbana,Betim,IBGE
310670505030194,Dom Bosco,Urbana,Betim,IBGE
310670505030195,Dom Bosco,Urbana,Betim,IBGE
310670505030196,Betim Industrial,Urbana,Betim,IBGE
310670505030197,Betim Industrial,Urbana,Betim,IBGE
310670505030198,C. H. Bueno Franco,Urbana,Betim,IBGE
310670505030199,C. H. Bueno Franco,Urbana,Betim,IBGE
310670505030200,C. H. Bueno Franco,Urbana,Betim,IBGE
310670505030201,C. H. Bueno Franco,Urbana,Betim,IBGE
310670505030202,C. H. Bueno Franco,Urbana,Betim,IBGE
310670505030203,C. H. Bueno Franco,Urbana,Betim,IBGE
310670505030204,Vargem das Flores / C. H. Jalila C. Pedrosa,Urbana,Betim,IBGE
310670505030205,Vargem das Flores / C. H. Jalila C. Pedrosa,Urbana,Betim,IBGE
310670505030206,Senhora de Fátima,Urbana,Betim,IBGE
310670505030207,Betim Industrial,Urbana,Betim,IBGE
310670505030208,Jardim Alterosas 2 Seção,Urbana,Betim,IBGE
310670505030209,Jardim Alterosas 2 Seção,Urbana,Betim,IBGE
310670505030210,Jardim Alterosas 2 Seção,Urbana,Betim,IBGE
310670505030211,Jardim Alterosas 2 Seção,Urbana,Betim,IBGE
310670505030212,Parque das Indústrias,Urbana,Betim,IBGE
310670505030213,Parque das Indústrias,Urbana,Betim,IBGE
310670505030214,Parque das Indústrias,Urbana,Betim,IBGE
310670505030216,C. H. Bueno Franco,Urbana,Betim,IBGE
310670505030217,C. H. Bueno Franco,Urbana,Betim,IBGE
310670505030218,Duque de Caxias,Urbana,Betim,IBGE
310670505030220,Parque das Indústrias,Urbana,Betim,IBGE
310670505030221,Duque de Caxias,Urbana,Betim,IBGE
310670505030222,Duque de Caxias,Urbana,Betim,IBGE
