NM_MUNICIPIO,NR_ZONA,NR_LOCAL_VOTACAO,NM_LOCAL_VOTACAO,DS_ENDERECO,NM_BAIRRO,DS_TIPO_LOCAL,NR_LATITUDE,NR_LONGITUDE,QT_ELEITORES,QT_SECOES
BELO HORIZONTE,31,1333,COLEGUIUM - UNIDADE ALÍPIO DE MELO,"RUA DOS ECONOMISTAS, 75 - ALÍPIO DE MELO",ALÍPIO DE MELO,Convencional,-19.8927946,-44.001558,5652,12
BELO HORIZONTE,31,1341,CENTRO DE APOIO COMUNITÁRIO - CAC,"RUA FLOR DAS COBRAS, 10",JARDIM ALVORADA,Convencional,-19.9031342,-43.986244,751,2
BELO HORIZONTE,31,1350,COLEGUIUM - UNIDADE CASTELO,"RUA CASTELO DE GUIMARÃES, 615",CASTELO,Convencional,-19.8809837,-43.999504,3498,9
BELO HORIZONTE,31,1376,ESCOLA MUNICIPAL MARLENE PEREIRA RANCANTE,"RUA DOS COMERCIANTES, 38",ALÍPIO DE MELO,Convencional,-19.8964349,-44.001909,1631,4
BELO HORIZONTE,31,1384,COLEGUIUM - UNIDADE CASTELO MANACÁS,"RUA DOUTOR SYLVIO MENICUCCI, 1021",CASTELO,Convencional,-19.8862019,-44.003282,2481,6
BELO HORIZONTE,31,1392,ESCOLA EDUCAR,"AVENIDA SERRANA, 511",SERRANO,Convencional,-19.8809931,-44.011733,581,2
BELO HORIZONTE,31,1406,EMEI MANACÁS - ESCOLA MUNICIPAL DE EDUCAÇÃO INFANTIL,"RUA FRANCISCA SANTOS ANASTÁSIA, 860",PAQUETÁ,Temporário,,,4415,9
BELO HORIZONTE,32,1031,COLÉGIO COPAM BH (ANTIGO COLEGIO PAMPULHA),"RUA GARUMÃ, 565",AEROPORTO,Convencional,-19.8565704,-43.9545802,5155,11
BELO HORIZONTE,32,1040,ESCOLA MUNICIPAL AURÉLIO PIRES,"RUA BARRINHA,171",LIBERDADE,Convencional,-19.8653081,-43.9521906,4695,11
BELO HORIZONTE,32,1058,JARAGUÁ COUNTRY CLUBE,"RUA AMÁVEL COSTA, 07",JARAGUÁ,Convencional,-19.8558555,-43.948414,5972,12
BELO HORIZONTE,32,1066,ESCOLA ESTADUAL ANITA BRINA BRANDÃO,"PRAÇA IGINO BONFIOLI, 05",JARAGUÁ,Convencional,-19.8562546,-43.948801,7343,17
BELO HORIZONTE,32,1082,ESCOLA ESTADUAL CORONEL JUCA PINTO,"AVENIDA BUENO SIQUEIRA, 180",UNIVERSITÁRIO,Convencional,-19.8665143,-43.9440587,2663,6
BELO HORIZONTE,32,1090,UNIFENAS - UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO,"RUA BOAVENTURA, 50",UNIVERSITÁRIO,Convencional,-19.870231,-43.9493225,3300,8
BELO HORIZONTE,32,1104,ESCOLA ESTADUAL ISABEL DA SILVA POLCK,"RUA NELSON LEMOS DE CARVALHO, 198",PALMARES,Convencional,-19.8713125,-43.9303964,6046,13
BELO HORIZONTE,32,1112,ESCOLA ESTADUAL MAJOR DELFINO DE PAULA RICARDO,"AVENIDA JOSÉ CLETO,733",SANTA CRUZ,Convencional,-19.8742325,-43.9384231,6588,14
BELO HORIZONTE,32,1139,ESCOLA MUNICIPAL PROFESSORA ELEONORA PIERUCCETTI,"AVENIDA BERNARDO  VASCONCELOS, 288",CACHOEIRINHA,Convencional,-19.8852851,-43.9482056,6474,16
BELO HORIZONTE,32,1147,ESCOLA ESTADUAL PERO VAZ DE CAMINHA,"RUA PACAJÁ,200",CACHOEIRINHA,Convencional,-19.882507,-43.9456532,2706,6
BELO HORIZONTE,32,1163,EMEI - SANTA CRUZ,"RUA ESTER DE LIMA, 241",SANTA CRUZ,Convencional,-19.8800514,-43.9403526,1960,4
BELO HORIZONTE,32,1171,ESCOLA ESTADUAL SANTO AFONSO,"AVENIDA BERNARDO  VASCONCELOS, 1334",CACHOEIRINHA,Convencional,-19.883522,-43.9395366,4975,12
BELO HORIZONTE,32,1180,CENTRO COMUNITÁRIO DA PARÓQUIA DE SANTO AFONSO,"PRAÇA MUQUI, 89",RENASCENÇA,Convencional,-19.8902972,-43.9383926,1639,4
BELO HORIZONTE,32,1201,ESCOLA ESTADUAL TITO FULGÊNCIO,"RUA JACUÍ, 2357",RENASCENÇA,Convencional,-19.8928246,-43.9364882,4970,12
BELO HORIZONTE,32,1210,ESCOLA ESTADUAL MARIANO DE ABREU,"RUA SIMÃO TANN, 143",CACHOEIRINHA,Convencional,-19.8885242,-43.944979,2931,8
BELO HORIZONTE,32,1228,ESCOLA ESTADUAL DEPUTADO ILACIR PEREIRA LIMA,"RUA CONDE DE SANTA MARINHA, 707",CACHOEIRINHA,Convencional,-19.8897886,-43.9461562,4137,10
BELO HORIZONTE,32,1236,ESCOLA ESTADUAL BENJAMIM GUIMARÃES,"RUA ITAPAGIPE,622-A",CONCÓRDIA,Convencional,-19.9028939,-43.9343271,2904,10
BELO HORIZONTE,32,1260,ESCOLA MUNICIPAL HUGO PINHEIRO SOARES,"RUA JUNDIAÍ, 567",CONCÓRDIA,Convencional,-19.8980205,-43.9401379,2876,9
BELO HORIZONTE,32,1279,ESCOLA MUNICIPAL  AMÉRICO RENÊ GIANNETTI,"RUA  JUNDIAÍ, 557",CONCÓRDIA,Convencional,-19.8982673,-43.9404562,1765,7
BELO HORIZONTE,32,1295,ESCOLA ESTADUAL FLÁVIO DOS SANTOS,"RUA JACUÍ,1131",CONCÓRDIA,Convencional,-19.9035533,-43.933023,3429,9
BELO HORIZONTE,32,1309,SEMINÁRIO TEOLÓGICO CARISMA,"RUA MANOEL MACEDO, 308",LAGOINHA,Convencional,-19.9008835,-43.9451317,3416,9
BELO HORIZONTE,32,1317,ESCOLA ESTADUAL SARAH KUBITSCHEK,"RUA JOSÉ CLEMENTE PEREIRA,91",IPIRANGA,Convencional,-19.8820845,-43.9347901,3980,9
BELO HORIZONTE,32,1325,ESCOLA ESTADUAL BRITALDO SOARES FERREIRA DINIZ,"RUA PIRACEMA, 331",SUZANA,Convencional,-19.8634627,-43.9338893,2347,5
BELO HORIZONTE,32,1333,IGREJA BATISTA DA RENASCENÇA,"RUA TAQUARI  , 68",RENASCENÇA,Convencional,-19.8940398,-43.9369576,1287,5
BELO HORIZONTE,32,1341,SOCIEDADE SÃO VICENTE DE PAULO,"RUA SALITRE, 160",SANTA CRUZ,Convencional,-19.8808166,-43.9393106,1589,4
BELO HORIZONTE,32,1376,EMEI - SÃO BERNARDO,"AVENIDA CECÍLIA PINTO, 105",SÃO BERNARDO,Convencional,-19.8461553,-43.944341,2603,7
BELO HORIZONTE,32,1384,ESCOLA MUNICIPAL MARIA SILVEIRA,"RUA LIBÂNIA PENA, 201",SÃO BERNARDO,Convencional,-19.8478707,-43.9444988,5005,11
BELO HORIZONTE,32,1392,ESCOLA ESTADUAL ORÔNCIO MURGEL DUTRA,"RUA SÃO LUIZ, 401",SÃO TOMAZ,Convencional,-19.8423967,-43.9515865,5846,14
BELO HORIZONTE,33,1058,COLÉGIO TIRADENTES POLÍCIA MILITAR - UNIDADE PRADO,"RUA DOS PAMPAS, 767",PRADO,Convencional,-19.9195049,-43.9646101,5913,17
BELO HORIZONTE,33,1066,COLÉGIO NOSSA SENHORA DO MONTE CALVÁRIO,"AV. DO CONTORNO, 9384",BARRO PRETO,Convencional,-19.9248456,-43.9570326,3410,9
BELO HORIZONTE,33,1090,ESCOLA ESTADUAL PROF CAETANO AZEREDO,"RUA DOS GUAJAJARAS, 1827",BARRO PRETO,Convencional,-19.9228485,-43.9511111,3301,10
BELO HORIZONTE,33,1112,ESCOLA ESTADUAL FRANCISCO SALES,"RUA DOS GUAJAJARAS , 1887",BARRO PRETO,Convencional,-19.9228609,-43.9516537,1256,6
BELO HORIZONTE,33,1120,INSTITUTO SAO RAFAEL,"AV. AUGUSTO DE LIMA, 2109",BARRO PRETO,Convencional,-19.9201958,-43.9565112,643,7
BELO HORIZONTE,33,1163,ESCOLA ESTADUAL CESARIO ALVIM,"RUA RIO GRANDE DO SUL, S/N",CENTRO,Convencional,-19.9178734,-43.9449724,3830,15
BELO HORIZONTE,33,1198,EMEI DELFIM MOREIRA,"RUA ESPÍRITO SANTO, 890",CENTRO,Convencional,-19.9224426,-43.9383512,2652,6
BELO HORIZONTE,33,1244,CLARETIANO COLÉGIO,"RUA DOS AIMORÉS, 1583",LOURDES,Convencional,-19.9282696,-43.9391336,5400,14
BELO HORIZONTE,33,1252,ESCOLA ESTADUAL AFONSO PENA,"AV. JOAO PINHEIRO, 450",CENTRO,Convencional,-19.9290642,-43.937606,4811,12
BELO HORIZONTE,33,1309,COLÉGIO SANTO AGOSTINHO,"AV. AMAZONAS, 1803",SANTO AGOSTINHO,Convencional,-19.9257314,-43.9498254,4971,10
BELO HORIZONTE,33,1333,COLÉGIO PIO XII,"AV. DO CONTORNO, 8902",SANTO AGOSTINHO,Convencional,-19.928382,-43.9572328,3520,8
BELO HORIZONTE,33,1350,INSTITUTO METODISTA IZABELA HENDRIX,"RUA DA BAHIA, 2020",LOURDES,Convencional,,,5304,11
BELO HORIZONTE,33,1376,ESCOLA ESTADUAL GOVERNADOR MILTON CAMPOS - UNIDADE I,RUA FERNANDES TOURINHO 1020,LOURDES,Convencional,-19.9368099,-43.9441631,8813,18
BELO HORIZONTE,33,1422,COLÉGIO SANTO ANTÔNIO,"RUA PERNAMBUCO, 880",SAVASSI,Convencional,-19.9352088,-43.9350164,6260,13
BELO HORIZONTE,33,1457,ESCOLA ESTADUAL BARÃO DO RIO BRANCO,AVENIDA GETÚLIO VARGAS 1059,SAVASSI,Convencional,-19.9369856,-43.9330186,5228,11
BELO HORIZONTE,33,1473,COLÉGIO ARNALDO,"PRAÇA JOÃO PESSOA, 200",FUNCIONÁRIOS,Convencional,-19.9289825,-43.9281198,6738,14
BELO HORIZONTE,33,1481,ESCOLA ESTADUAL PEDRO II,AV. PROFESSOR ALFREDO BALENA 523,CENTRO,Convencional,-19.9260869,-43.9298963,5066,30
BELO HORIZONTE,33,1490,CENTRO CULTURAL DA UFMG,"AV. SANTOS DUMONT, 174",CENTRO,Convencional,-19.916266,-43.9353846,1843,5
BELO HORIZONTE,33,1511,ESCOLA ESTADUAL BARÃO DE MACAÚBAS,"RUA DAVID CAMPISTA, 42",FLORESTA,Convencional,-19.9162007,-43.9287003,2728,19
BELO HORIZONTE,33,1520,COLÉGIO NOSSA SENHORA DAS DORES,"AV. FRANCISCO SALES, 77",FLORESTA,Convencional,-19.9159985,-43.9314393,2136,6
BELO HORIZONTE,33,1562,COLÉGIO NOSSA SENHORA DA PIEDADE,"RUA MONSENHOR DOMINGOS PINHEIRO, 35",CALAFATE,Convencional,-19.922378,-43.9673858,2858,6
BELO HORIZONTE,33,1570,ESCOLA POLITÉCNICA DE MINAS GERAIS - POLIMIG,"RUA PLATINA, 1407",CALAFATE,Convencional,-19.9239572,-43.9700983,2922,10
BELO HORIZONTE,33,1597,ESCOLA ESTADUAL OLEGARIO MACIEL,"AV. OLEGARIO MACIEL, 422",CENTRO,Convencional,-19.9180291,-43.9442004,1826,6
BELO HORIZONTE,33,1600,SERVICO NACIONAL DO COMERCIO - SENAC,"RUA DOS TUPINAMBAS, 1038",CENTRO,Convencional,-19.9162186,-43.9439632,1423,8
BELO HORIZONTE,33,1619,ESCOLA ESTADUAL PANDIÁ CALÓGERAS,PRAÇA CARLOS CHAGAS 35,SANTO AGOSTINHO,Convencional,-19.9306328,-43.948184,3441,7
BELO HORIZONTE,331,1015,ESCOLA ESTADUAL PROF. GUILHERME AZEVEDO LAGE,"RUA MARICÁ, 285",SÃO GABRIEL,Convencional,-19.8487549,-43.9128065,6516,14
BELO HORIZONTE,331,1031,ESCOLA ESTADUAL PROF. ANTONIO JOSE RIBEIRO FILHO,"RUA AMARAJI, 182",SÃO GABRIEL,Convencional,-19.8552249,-43.9081069,7897,16
BELO HORIZONTE,331,1040,ESCOLA MUNICIPAL AGENOR ALVES DE CARVALHO,"RUA AGENOR ALVES, S/N",NAZARÉ,Convencional,-19.854104,-43.8962388,6288,19
BELO HORIZONTE,331,1058,ESCOLA ESTADUAL BOLIVAR TINOCO MINEIRO,"RUA DIVINO ESPÍRITO SANTO, 40",RIBEIRO DE ABREU,Convencional,-19.8347633,-43.9057765,7923,19
BELO HORIZONTE,331,1066,ESCOLA MUNICIPAL SECRETARIO HUMBERTO ALMEIDA,"RUA AREIA BRANCA, 03",RIBEIRO DE ABREU,Convencional,-19.8229986,-43.9027997,5035,11
BELO HORIZONTE,331,1074,ESCOLA MUNICIPAL PROFESSORA ACIDALIA LOTT,"RUA SÃO RODRIGUES, 10",PAULO VI,Convencional,-19.8349708,-43.8905761,9264,20
BELO HORIZONTE,331,1082,ESCOLA MUNICIPAL CONSUELITA CANDIDA,"RUA DOM SILVÉRIO GOMES PIMENTA, 301",JARDIM BELMONTE,Convencional,-19.8449774,-43.8998152,4992,11
BELO HORIZONTE,331,1090,ESCOLA MUNICIPAL GOVERNADOR OZANAN COELHO,"RUA ÂNGELA BENAREGES, 14",CAPITÃO EDUARDO,Convencional,-19.8310822,-43.8693557,3607,8
BELO HORIZONTE,331,1104,ESCOLA ESTADUAL ANTONIO CLEMENTE,"RUA DR. BENEDITO XAVIER   , 1975",AARÃO REIS,Convencional,-19.847618,-43.9206655,3234,9
BELO HORIZONTE,331,1112,ESCOLA ESTADUAL CELMAR BOTELHO DUARTE,"RUA BELO ORIENTE, 845",PROVIDÊNCIA,Convencional,-19.8567919,-43.9245078,2755,8
BELO HORIZONTE,331,1120,ESCOLA MUNICIPAL CONSUL ANTONIO CADAR,"RUA RIO PARNAÍBA, 30",PROVIDÊNCIA,Convencional,-19.8503979,-43.927012,5941,13
BELO HORIZONTE,331,1147,ESCOLA ESTADUAL DONATO WERNECK DE FREITAS,"RUA ALCIDES DE SOUZA, 112",MINASLÂNDIA,Convencional,-19.8549115,-43.9332161,3614,9
BELO HORIZONTE,331,1155,ESCOLA MUNICIPAL JOSEFINA SOUZA LIMA,"RUA MARIA ORTIZ, 195",PRIMEIRO DE MAIO,Convencional,-19.8562253,-43.9308244,4371,12
BELO HORIZONTE,331,1163,ESCOLA  ESTADUAL PROF. ALBERTO MAZONI ANDRADE,"RUA TOBIAS MOSCOSO ,170",PRIMEIRO DE MAIO,Convencional,-19.965184,-43.9521775,2854,9
BELO HORIZONTE,331,1171,ESCOLA ESTADUAL PROFESSOR HILTON ROCHA,"AV. CRISTIANO MACHADO, 7800",PRIMEIRO DE MAIO,Convencional,-19.8611526,-43.932759,2310,5
BELO HORIZONTE,331,1180,ESCOLA ESTADUAL PRESIDENTE TANCREDO NEVES,"RUA FURQUIM WERNECK, 313",GUARANI,Convencional,-19.8428924,-43.9206013,3776,8
BELO HORIZONTE,331,1198,ESCOLA MUNICIPAL  HELIO PELLEGRINO,"RUA GUILHERME SOARES, 255",GUARANI,Convencional,-19.8451192,-43.9248432,3533,8
BELO HORIZONTE,331,1201,ESCOLA MUNICIPAL HERBERT JOSE DE SOUZA,"AV. DETETIVE EDUARDO FERNANDES, 320 (ANTIGA AV. UM)",NOVO AARÃO REIS,Convencional,-19.8409531,-43.9079114,4201,9
BELO HORIZONTE,331,1210,ESCOLA MUNICIPAL PROFESSSORA  MARIA MAZARELLO,"RUA BENEDITO NEVES, 45",NAZARÉ,Convencional,-19.8536632,-43.8925599,4106,9
BELO HORIZONTE,331,1228,ESCOLA MUNICIPAL OSWALDO FRANÇA JUNIOR,"RUA CIRCULAR, 335",SÃO GABRIEL,Convencional,-19.8533388,-43.9133444,1884,4
BELO HORIZONTE,331,1236,ESCOLA MUNICIPAL MURILO RUBIÃO,"RUA DOUTOR ADILSON ROCHA FACURY, 10",JARDIM BELMONTE,Convencional,-19.8475998,-43.8963709,3849,8
BELO HORIZONTE,331,1260,PUC - PONTIFÍCIA UNIVERSIDADE CATÓLICA - UNIDADE SÃO GABRIEL,RUA WALTER IANNI - 255,SÃO GABRIEL,Convencional,-19.8593616,-43.9189424,4699,11
BELO HORIZONTE,331,1279,ESCOLA MUNICIPAL PROFESSOR PAULO FREIRE,RUA PAULO CAMPOS MENDES  N 311,PAULO VI,Convencional,-19.8286142,-43.894758,819,2
BELO HORIZONTE,332,1015,ESCOLA ESTADUAL NOSSA SENHORA DO BELO RAMO,"RUA SEBASTIÃO DE BARROS, 151",NOVA GRANADA,Convencional,-19.940651,-43.9686075,2045,5
BELO HORIZONTE,332,1058,NEWTON PAIVA - UNIDADE SILVA LOBO,"AVENIDA SILVA LOBO, 1.730",NOVA GRANADA,Convencional,-19.9421238,-43.9653916,7774,19
BELO HORIZONTE,332,1066,CEFET-CAMPUS I,"AV. AMAZONAS, 5253",NOVA SUÍÇA,Convencional,-19.9302226,-43.9788173,8090,17
BELO HORIZONTE,332,1074,ESCOLA ESTADUAL MAURÍCIO MURGEL,"AV. AMAZONAS, 5154",NOVA SUÍÇA,Convencional,-19.9293659,-43.9784058,5454,14
BELO HORIZONTE,332,1082,ESCOLA ESTADUAL AMÉLIA JOSEFINA KEESEN,"RUA HERCULANO PENA ,598",SALGADO FILHO,Convencional,-19.9363064,-43.9816073,2437,7
BELO HORIZONTE,332,1090,ESCOLA ESTADUAL OLÍMPIA RESENDE PEREIRA,"RUA LINDOLFO DEODORO, 84",JARDIM AMÉRICA,Convencional,-19.9395483,-43.9792456,4664,10
BELO HORIZONTE,332,1104,"ESCOLA MUNICIPAL DEPUTADO MILTON SALES - ENTRADA RUA TEÓFILO FILHO,222","RUA TEÓFILO FILHO, 222",JARDIM AMÉRICA,Convencional,-19.9552742,-43.9692843,4081,9
BELO HORIZONTE,332,1112,ESCOLA MUNICIPAL OSVALDO CRUZ -EMOC,"RUA SANTOS, 2200",JARDIM AMÉRICA,Convencional,-19.954571,-43.969638,5247,12
BELO HORIZONTE,332,1120,ESCOLA ESTADUAL ALZIRA ALBUQUERQUE MOSQUEIRA,"RUA PROFESSOR CÍCERO PEREIRA, 69",SALGADO FILHO,Convencional,-19.9486201,-43.9798371,2200,5
BELO HORIZONTE,332,1139,ESCOLA ESTADUAL CÂNDIDO PORTINARI,RUA CAMPINA VERDE S/N,SALGADO FILHO,Convencional,-19.9452266,-43.9833723,8184,17
BELO HORIZONTE,332,1147,ESCOLA ESTADUAL JOSÉ MENDES CORREIA,"RUA CARMELITA PRATES DA SILVA, 682",SALGADO FILHO,Convencional,-19.9414539,-43.9851435,3362,10
BELO HORIZONTE,332,1155,ESCOLA ESTADUAL MANUEL CASASSANTA,"RUA GUILHERMINO ESTEVAO NASCIMENTO, 150",PALMEIRAS,Convencional,-19.9645777,-43.9794393,4830,10
BELO HORIZONTE,332,1163,ESCOLA MUNICIPAL FRANCISCA DE PAULA,"RUA JÚLIO DE CASTILHO, 330",CINQUENTENÁRIO,Convencional,-19.957458,-43.9835089,6844,14
BELO HORIZONTE,332,1171,ESCOLA MUNICIPAL PREFEITO AMINTHAS DE BARROS,"RUA SAN SALVADOR, 71",ESTRELA DALVA,Convencional,-19.9634086,-43.9695622,7948,17
BELO HORIZONTE,332,1180,COLÉGIO SANTA MARIA - UNIDADE NOVA SUIÇA (ANTIGO COLÉGIO SANTANA),"RUA LINDOLFO DE AZEVEDO , 345",NOVA SUÍÇA,Convencional,-19.9360862,-43.9784617,6236,13
BELO HORIZONTE,332,1198,UNI/BH,"AV. PROFESSOR MÁRIO WERNECK , 1685",BURITIS,Convencional,-19.9698318,-43.9644063,9373,22
BELO HORIZONTE,332,1201,ESCOLA MUNICIPAL HUGO WERNECK,"RUA OSCAR TROMPOWSKY   ,1372",GRAJAÚ,Convencional,-19.9427777,-43.963119,3602,8
BELO HORIZONTE,332,1228,ESCOLA AMERICANA DE BELO HORIZONTE,"AV. DEPUTADO CRISTOVÃO CHIARÁDIA, 120",PALMEIRAS,Convencional,-19.9358603,-43.9550562,3751,8
BELO HORIZONTE,332,1236,ESCOLA MUNICIPAL EFIGÊNIA VIDIGAL,"RUA CORONEL BERNARDINO, S/N",PALMEIRAS,Convencional,-19.9699948,-43.9825565,3062,7
BELO HORIZONTE,332,1252,COLÉGIO UNIMASTER,"RUA WALTER GUIMARÃES FIGUEIREDO, 152",BURITIS,Convencional,-19.969285,-43.9666917,3390,8
BELO HORIZONTE,332,1260,COLEGIO BATISTA MINEIRO - UNIDADE BURITIS,"RUA PAULO PIEDADE CAMPOS, 420",BURITIS,Convencional,-19.9656817,-43.9640703,4324,10
BELO HORIZONTE,332,1279,ESCOLA ESTADUAL NOSSA SENHORA APARECIDA,"RUA PAULO ARBEX, 25",JARDIM AMÉRICA,Convencional,-19.9508509,-43.9685396,5034,12
BELO HORIZONTE,332,1287,ESCOLA MUNICIPAL DEPUTADO  MILTON SALES - ENTRADA RUA SANTOS S/Nº,RUA SANTOS S/N,JARDIM AMÉRICA,Convencional,-19.9552637,-43.9691625,2625,6
BELO HORIZONTE,332,1295,COLEGIO MAGNUM - UNIDADE BURITIS,"RUA JI-PARANÁ, 75",BURITIS,Convencional,-19.9781127,-43.9637045,1998,5
BELO HORIZONTE,333,1015,ESCOLA MUNICIPAL DA VILA PINHO,"RUA COLETORA, 956",VILA PINHO (VALE DO JATOBÁ),Convencional,-20.0038246,-44.0234486,7820,16
BELO HORIZONTE,333,1023,ESCOLA ESTADUAL DR. AURINO MORAIS,"R.DOMICIO GABRIEL DE VASCONCELOS  , 230",VALE DO JATOBÁ,Convencional,-20.0097104,-44.0373526,8453,19
BELO HORIZONTE,333,1031,ESCOLA MUNICIPAL CÔNEGO SEQUEIRA,"RUA FLOR CHUVA DE PRATA   , 40",MINEIRÃO,Convencional,-20.023095,-44.0294734,7040,15
BELO HORIZONTE,333,1040,ESCOLA MUNICIPAL JONAS BARCELLOS CORRÊA,"RUA  PROFESSORA DIRCE MARIA, 240 (ANTIGA RUA 281)",PETRÓPOLIS (VALE DO JATOBÁ),Convencional,-20.0153222,-44.0298569,6191,14
BELO HORIZONTE,333,1058,ESCOLA DO SESI HAMLETO MAGNAVACCA,"AV. DELFINO FRANCISCO XAVIER, 100 (ANTIGA AV. PERIMETRAL II)",VALE DO JATOBÁ,Convencional,-20.0108844,-44.0338775,6161,13
BELO HORIZONTE,333,1066,ESCOLA ESTADUAL  ÁLVARO LAUREANO PIMENTEL,"RUA JOSÉ OVÍDIO GUERRA  , 280",CARDOSO - BARREIRO DE CIMA,Convencional,-20.0031272,-44.0076729,7089,17
BELO HORIZONTE,333,1074,ESCOLA ESTADUAL CELSO MACHADO,"RUA DONA LUISA  , 491",MILIONÁRIOS,Convencional,-19.9852574,-44.0050068,9609,20
BELO HORIZONTE,333,1082,ESCOLA ESTADUAL ENGENHEIRO FRANCISCO BICALHO,"AV. OLINTO MEIRELES   , 2632",SANTA CRUZ (BARREIRO DE CIMA),Convencional,-19.9930858,-44.0071451,7729,16
BELO HORIZONTE,333,1090,ESCOLA MUNICIPAL ANA ALVES TEIXEIRA,"RUA BARÃO DE MONTE ALTO , 300",CARDOSO - BARREIRO DE CIMA,Convencional,-19.9991345,-44.0066346,6648,16
BELO HORIZONTE,333,1104,ESCOLA MUNICIPAL PROFESSORA ISAURA SANTOS,"RUA HOFFMAN  , 80",SANTA CRUZ (BARREIRO DE CIMA),Convencional,-19.9895509,-44.0091831,8119,17
BELO HORIZONTE,333,1112,ESCOLA MUNICIPAL PEDRO ALEIXO,"AV.MENELICK DE CARVALHO   , 255",FLÁVIO MARQUES LISBOA,Convencional,-19.9940795,-44.0026348,9703,21
BELO HORIZONTE,333,1120,ESCOLA ESTADUAL DR JOSÉ DO PATROCÍNIO DA SILVA PONTES,"RUA DOS CRUZEIRENSES, 15",MILIONÁRIOS,Convencional,-19.9811893,-43.9994672,9647,21
BELO HORIZONTE,333,1139,ESCOLA ESTADUAL PROFESSORA MARIA BELMIRA TRINDADE,"RUA CLEMENTINA DE JESUS  , 99",BONSUCESSO,Convencional,-19.9894596,-43.9893023,8425,18
BELO HORIZONTE,333,1147,ESCOLA ESTADUAL DOMINGAS MARIA DE ALMEIDA,"RUA JOANICO CIRILO DE ABREU   , 285",INDEPENDÊNCIA,Convencional,-20.019486,-44.034142,5414,12
BELO HORIZONTE,333,1155,ESCOLA ESTADUAL JOSÉ MIGUEL DO NASCIMENTO,"R .MARIA BEATRIZ  , 90",NOVO DAS INDÚSTRIAS,Convencional,-19.9756114,-43.9954158,4591,10
BELO HORIZONTE,333,1163,ESCOLA MUNICIPAL LUIZ GONZAGA JÚNIOR,"RUA MARIA PEREIRA DAMASCENO  , 65",VALE DO JATOBÁ,Convencional,-20.0085855,-44.032442,5528,13
BELO HORIZONTE,333,1171,ESCOLA MUNICIPAL PEDRO NAVA,"RUA SÃO PEDRO DA ALDEIA, 45",PILAR,Convencional,-19.9994911,-43.9666609,5899,13
BELO HORIZONTE,333,1180,ESCOLA MUNICIPAL UNIÃO COMUNITÁRIA,"RUA PROFESSOR LUIZ BICALHO, S/N",BRASIL INDUSTRIAL,Convencional,-20.0004774,-44.0144479,5410,12
BELO HORIZONTE,333,1198,ESCOLA MUNICIPAL ANTÔNIO MOURÃO GUIMARÃES,"RUA INTERSINDICAL, 270",CARDOSO/URUCUIA,Convencional,-20.0017032,-44.002612,3738,9
BELO HORIZONTE,333,1210,ESCOLA MUNICIPAL EDITH PIMENTA DA VEIGA,"ALAMEDA VARGEM GRANDE, 38",CASTANHEIRA I (VALE DO JATOBÁ),Convencional,-19.9961084,-44.0309317,5382,12
BELO HORIZONTE,333,1228,ESCOLA MUNICIPAL PROFESSOR HILTON ROCHA,"RUA VICENTE SURETTE, 215",MANGUEIRAS (VALE DO JATOBÁ),Convencional,-20.0127859,-44.0374073,2035,5
BELO HORIZONTE,334,1015,ESCOLA MUNICIPAL ADAUTO LÚCIO CARDOSO,"RUA ERNESTO GAZZOLLI, S/N",CÉU AZUL,Convencional,-19.8163687,-43.9982019,7885,17
BELO HORIZONTE,334,1023,ESCOLA MUNICIPAL JOAQUIM DOS SANTOS,"RUA ANTÔNIO JOSÉ DOS SANTOS, 300",CÉU AZUL,Convencional,-19.8253254,-43.9960367,6110,14
BELO HORIZONTE,334,1031,ESCOLA MUNICIPAL PROFESSORA ONDINA NOBRE,"RUA RADIALISTA JOSÉ JUNQUILHO, 417",CÉU AZUL,Convencional,-19.8250874,-44.0041666,4531,10
BELO HORIZONTE,334,1040,ESCOLA MUNICIPAL CORA CORALINA,"RUA LISBOA, 54",COPACABANA,Convencional,-20.0234429,-44.04117,7351,15
BELO HORIZONTE,334,1058,ESCOLA MUNICIPAL  JOSÉ MADUREIRA HORTA,"RUA JOAQUIM RAYMUNDO BRAGA, 40",SANTA AMÉLIA,Convencional,-19.8358219,-43.9797461,7434,16
BELO HORIZONTE,334,1066,ESCOLA ESTADUAL SÍRIA MARQUES DA SILVA,"RUA INGLATERRA, 410",JARDIM LEBLON,Convencional,-19.8295823,-43.986893,8406,18
BELO HORIZONTE,334,1074,ESCOLA ESTADUAL MENINO JESUS DE PRAGA,"RUA JOSÉ SABINO MACIEL, 290",LAGOA,Convencional,-19.8105056,-44.0001046,6020,14
BELO HORIZONTE,334,1082,ESCOLA ESTADUAL MARIA CAROLINA CAMPOS,"RUA LARANJEIRAS, 30",LEBLON,Convencional,-19.8044189,-43.992345,5830,13
BELO HORIZONTE,334,1090,ESCOLA MUNICIPAL ELISA BUZELIN,"RUA JAIR AFONSO INÁCIO, 277",PIRATININGA,Convencional,-19.8050557,-43.9827613,4090,9
BELO HORIZONTE,334,1104,ESCOLA ESTADUAL JOSÉ HEILBUTH GONÇALVES,"AV. DOM PEDRO I, 527",SANTA BRANCA,Convencional,-19.8392138,-43.967003,6720,14
