NM_MUNICIPIO,NR_ZONA,NR_LOCAL_VOTACAO,NM_LOCAL_VOTACAO,DS_ENDERECO,NM_BAIRRO,DS_TIPO_LOCAL,NR_LATITUDE,NR_LONGITUDE,QT_ELEITORES,QT_SECOES
BELO HORIZONTE,334,1112,ESCOLA ESTADUAL ARI DA FRANCA,"AV. MIN. OLIVEIRA SALAZAR, 1057",SANTA MÔNICA,Convencional,-19.8192199,-43.9744782,10446,21
BELO HORIZONTE,334,1120,ESCOLA ESTADUAL BATISTA SANTIAGO,"RUA CLÉBER SOARES DE ANDRADE, 330",SANTA MÔNICA,Convencional,-19.8249518,-43.9785171,4457,9
BELO HORIZONTE,334,1139,ESCOLA ESTADUAL JOÃO CÂMARA,"PRAÇA JOÃO VIANNA, 142",SINIMBU (VENDA NOVA),Convencional,-19.8204367,-43.980635,5410,11
BELO HORIZONTE,334,1147,ESCOLA MUNICIPAL GERALDO TEIXEIRA DA COSTA,"RUA MÁRCIO LIMA PAIXÃO, 8",RIO BRANCO,Convencional,-19.8149998,-43.9762652,6271,17
BELO HORIZONTE,334,1163,ESCOLA  DE ENGENHARIA KENNEDY,"RUA JOSÉ DIAS VIEIRA, 46",RIO BRANCO,Convencional,-19.8152526,-43.9778288,4314,10
BELO HORIZONTE,334,1171,ESCOLA ESTADUAL SÃO PEDRO E SÃO PAULO,"RUA ESTELA, 22",PIRATININGA,Convencional,-19.8159317,-43.990466,6503,14
BELO HORIZONTE,334,1180,ESCOLA ESTADUAL AFRÂNIO DE MELO FRANCO,"RUA DOS COMANCHES, 678",SANTA MÔNICA,Convencional,-19.8286151,-43.9826128,4330,9
BELO HORIZONTE,334,1198,ESCOLA MUNICIPAL PROFESSOR AMÍLCAR MARTINS,"RUA PRELÚDIO, 54",SANTA AMÉLIA,Convencional,-19.8316807,-43.9715528,4998,11
BELO HORIZONTE,334,1201,ESCOLA ESTADUAL  ADIR ANDRADE ALBANO,"RUA RAIMUNDO GONÇALVES FIGUEIREDO, 85",LAGOA,Convencional,,,2682,6
BELO HORIZONTE,334,1210,ESCOLA MUNICIPAL VICENTE GUIMARÃES,"RUA ISAURA PEREIRA ALMEIDA, 110",LETÍCIA (VENDA NOVA) (PARTE),Convencional,-19.8095276,-43.9800099,2942,7
BELO HORIZONTE,334,1228,ESCOLA MUNICIPAL CÔNEGO RAIMUNDO TRINDADE,"RUA BRODOSQUI, 51",PIRATININGA,Convencional,-19.8061177,-43.9890889,5312,11
BELO HORIZONTE,334,1236,ESCOLA COLEGUIUM,"RUA DAS CANÁRIAS, 2.171",SANTA AMÉLIA,Convencional,-19.8454687,-43.979552,6220,13
BELO HORIZONTE,334,1252,ESCOLA ESTADUAL PROFESSOR AGNELO CORREA VIANA,"RUA MÉXICO, 900",JARDIM LEBLON,Convencional,-19.8251917,-43.994045,5457,12
BELO HORIZONTE,334,1279,ESCOLA MUNICIPAL PRESIDENTE TANCREDO NEVES,"RUA RADIALISTA JOAQUIM DA FONSECA, 45",CÉU AZUL,Convencional,-19.8183368,-44.0021829,2795,6
BELO HORIZONTE,334,1295,EMEI VEREADOR ANTONIO MENEZES,"RUA  CARLOS TORREZANI, 190",LETÍCIA (VENDA NOVA) (PARTE),Temporário,,,2760,6
BELO HORIZONTE,34,1015,ESCOLA MUNDO FELIZ,"RUA MARECHAL HERMES  , 895",GUTIERREZ,Convencional,-19.9386801,-43.9589692,3228,8
BELO HORIZONTE,34,1023,PAROQUIA SANTISSIMA TRINDADE,"PRACA LEONARDO GUTIERREZ  , 125",GUTIERREZ,Convencional,-19.9363625,-43.9599625,2667,6
BELO HORIZONTE,34,1031,ESCOLA MUNICIPAL MAGALHAES DRUMOND,"RUA CONTENDAS  , 63",BARROCA,Convencional,,,3010,8
BELO HORIZONTE,34,1040,SALAO PAROQUIAL SANTISSIMA TRINDADE,"PRACA LEONARDO GUTIERREZ, 125",GUTIERREZ,Convencional,-19.9363625,-43.9599625,309,1
BELO HORIZONTE,34,1074,ESCOLA SANTO TOMAS DE AQUINO (SALÃO PAROQUIAL SÃO BENTO EM REFORMA),RUA PROFESSOR JOSE RENAULT S/N,SAO BENTO,Convencional,,,1093,4
BELO HORIZONTE,34,1120,COLEGIO LOYOLA,"AVENIDA CONTORNO  , 7919",CIDADE JARDIM,Convencional,-19.9349135,-43.9498254,4970,12
BELO HORIZONTE,34,1139,OBRAS SOCIAIS PAVONIANAS - PE AGNALDO,RUA DIAS DE TOLEDO 99,CORACAO DE JESUS,Convencional,-19.9482889,-43.9500488,7745,22
BELO HORIZONTE,34,1147,COLEGIO SAO PAULO,"RUA EDUARDO PORTO   ,488",CIDADE JARDIM,Convencional,-19.9393033,-43.9510871,4050,11
BELO HORIZONTE,34,1210,ESCOLA MUNICIPAL MESTRE PARANHOS,RUA ALCIDA TORRES  20,CONJUNTO SANTA MARIA,Convencional,-19.9517841,-43.9594204,2084,6
BELO HORIZONTE,34,1228,COLEGIO TECNICO DE ELETRONICA DE MINAS GERAIS - COTEMIG,"RUA SANTA CRUZ, 546",GRAJAÚ,Convencional,-19.9363838,-43.9663358,4916,12
BELO HORIZONTE,34,1295,ESCOLA MUNICIPAL MARCONI,"AVENIDA CONTORNO   ,8476",GUTIERREZ,Convencional,-19.93146,-43.95526,5057,17
BELO HORIZONTE,34,1309,COLEGIO SANTO AGOSTINHO - UNIDADE GUTIERREZ,"RUA DANIEL DE CARVALHO   ,1424",GUTIERREZ,Convencional,-19.9403352,-43.9589047,5897,15
BELO HORIZONTE,34,1376,INSTITUTO DA CRIANCA,"RUA LAPLACE    ,155",SANTA LÚCIA,Convencional,-19.9638846,-43.9468864,4808,12
BELO HORIZONTE,34,1414,ESCOLA MUNICIPAL JOAO PESSOA,"RUA CONGONHAS, 639",SANTO ANTONIO,Convencional,-19.9435342,-43.9416147,3584,8
BELO HORIZONTE,34,1422,ESCOLA ESTADUAL LEOPOLDO DE MIRANDA,"RUA BARAO DE MACAUBAS   ,449",SANTO ANTONIO,Convencional,-19.9394807,-43.9473708,2373,6
BELO HORIZONTE,34,1457,ESCOLA MUNICIPAL CAIO LÍBANO SOARES,"RUA CARANGOLA   ,288",SANTO ANTONIO,Convencional,-19.94135,-43.9426242,6012,19
BELO HORIZONTE,34,1490,INSTITUTO PADRE MACHADO,"AVENIDA DO CONTORNO   , 6475",SANTO ANTONIO,Convencional,-19.9407912,-43.9384232,3196,7
BELO HORIZONTE,34,1503,ESCOLA SANTO TOMAS DE AQUINO,"RUA PROFESSOR CANDIDO HOLANDA  ,165",SAO BENTO,Convencional,-19.9542751,-43.9519485,5658,13
BELO HORIZONTE,34,1511,COLEGIO MARISTA DOM SILVERIO,"RUA LAVRAS  , 225",SÃO PEDRO,Convencional,-19.9421623,-43.9349233,7558,19
BELO HORIZONTE,34,1520,ESCOLA MUNICIPAL ULYSSES GUIMARAES,"RUA BOLIVIA, 532",SÃO PEDRO,Convencional,-19.9511095,-43.9398855,3410,8
BELO HORIZONTE,34,1554,ESCOLA ESTADUAL PROFº JOSÉ MESQUITA DE CARVALHO,R. IRAÍ 154,VILA PARIS,Convencional,-19.9481835,-43.9496761,6601,22
BELO HORIZONTE,34,1635,ESCOLA ESTADUAL DONA AUGUSTA GONCALVES NOGUEIRA,"COPERNICO PINTO COELHO  ,13",SANTA LÚCIA,Convencional,-19.9508598,-43.9457091,4347,10
BELO HORIZONTE,34,1660,COLEGIO SANTA DOROTEIA,"RUA CHICAGO, 240",SION,Convencional,-19.9528944,-43.9357463,10446,22
BELO HORIZONTE,34,1678,COLEGIO EDNA RORIZ,"AVENIDA  PROFESSOR CRISTOVAN DOS SANTOS , 383",BELVEDERE,Convencional,-19.9698029,-43.9347564,4359,9
BELO HORIZONTE,34,1686,ESCOLA MUNICIPAL BENJAMIN JACOB,RUA VENEZUELA 643,SION,Convencional,-19.9537833,-43.9367863,1893,5
BELO HORIZONTE,34,1694,TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS,"AV. RAJA GABAGLIA, 1315",LUXEMBURGO,Convencional,-19.9472112,-43.9594451,1538,4
BELO HORIZONTE,34,1708,SALÃO PAROQUIAL SANTO INÁCIO DE LOYOLA,RUA TENENTE RENATO CESAR 53,CIDADE JARDIM,Convencional,-19.9373401,-43.9478774,788,2
BELO HORIZONTE,34,1716,FUNDAÇÃO TORINO,"RUA JORNALISTA DJALMA ANDRADE, 1300",BELVEDERE,Convencional,-19.9734307,-43.9326064,2045,5
BELO HORIZONTE,35,1023,COLÉGIO MANGABEIRAS/BALÃO VERMELHO,"RUA PROFESSOR DJALMA GUIMARÃES, 140",MANGABEIRAS,Convencional,-19.9559531,-43.9112196,3387,8
BELO HORIZONTE,35,1066,ESCOLA ESTADUAL PRESIDENTE ANTONIO CARLOS,"RUA PASSA TEMPO, 600",CARMO,Convencional,-19.9448599,-43.9338613,4389,16
BELO HORIZONTE,35,1120,COLÉGIO ARNALDO UNIDADE ANCHIETA,"RUA VITÓRIO MARÇOLA, 360",ANCHIETA,Convencional,-19.9460261,-43.9271724,10207,21
BELO HORIZONTE,35,1147,UNIVERSIDADE FUMEC,"RUA COBRE, 200",CRUZEIRO,Convencional,-19.9432977,-43.9252612,6953,28
BELO HORIZONTE,35,1180,UTRAMIG,"AVENIDA AFONSO PENA, 3400",CRUZEIRO,Convencional,-19.9410387,-43.9253908,2516,11
BELO HORIZONTE,35,1236,COLÉGIO SAGRADO CORAÇÃO DE MARIA,"RUA PROF. ESTEVÃO PINTO, 400",SERRA,Convencional,-19.9384503,-43.9227395,10267,21
BELO HORIZONTE,35,1244,ESCOLA ESTADUAL DONA ARGENTINA VIANNA CASTELLO BRANCO,"RUA ORIENTE, 758",SERRA,Convencional,-19.944419,-43.9189916,1863,7
BELO HORIZONTE,35,1252,ESCOLA ESTADUAL AUGUSTO DE LIMA,"AVENIDA DO CONTORNO  , 4947",SERRA,Convencional,-19.937171,-43.9251982,3395,11
BELO HORIZONTE,35,1279,ESCOLA ESTADUAL LAURA DAS CHAGAS FERREIRA,"RUA SACRAMENTO   , 54",SERRA,Convencional,-19.9377942,-43.9114423,3755,8
BELO HORIZONTE,35,1287,ESCOLA ESTADUAL PROFESSOR PEDRO ALEIXO,"AVENIDA BANDEIRANTES   , 2300",MANGABEIRAS,Convencional,-19.9468331,-43.9175959,5250,12
BELO HORIZONTE,35,1309,ESCOLA MUNICIPAL SENADOR LEVINDO COELHO,"RUA CARAÇA,  910",SERRA,Convencional,-19.9437984,-43.9148728,6146,13
BELO HORIZONTE,35,1325,ESCOLA THEODOR HERZL,"RUA CARAÇA, 15",SERRA,Convencional,-19.9429709,-43.9225511,2003,6
BELO HORIZONTE,35,1333,ESCOLA ESTADUAL ARTUR JOVIANO,"RUA EUCLÁSIO, 201",SANTA EFIGÊNIA,Convencional,-19.9236445,-43.9143181,4379,11
BELO HORIZONTE,35,1350,ESCOLA MUNICIPAL MARIA DAS NEVES,"RUA PIRANGA    , 39",SÃO LUCAS,Convencional,-19.9282438,-43.919793,3856,10
BELO HORIZONTE,35,1376,ESCOLA MUNICIPAL SANTOS DUMONT,"AV. MEM DE SÁ, 600",SANTA EFIGÊNIA,Convencional,-19.9225724,-43.9121693,11234,26
BELO HORIZONTE,35,1392,ESCOLA ESTADUAL JOÃO ALPHONSUS,"RUA DR MICAELLI, 680",PARAÍSO,Convencional,-19.921677,-43.9003782,3986,9
BELO HORIZONTE,35,1406,ESCOLA MUNICIPAL LEVINDO LOPES,"RUA FLUORINA    , 1460",PARAÍSO,Convencional,-19.923421,-43.9046372,3577,8
BELO HORIZONTE,35,1414,ESCOLA LÚCIA CASASANTA,"RUA RIO VERDE, 379",CARMO,Convencional,-19.9471263,-43.9319627,4237,10
BELO HORIZONTE,35,1430,ESCOLA ESTADUAL HENRIQUE DINIZ,"RUA TENENTE ANASTÁCIO DE  MOURA   , 280",SANTA EFIGÊNIA,Convencional,-19.921996,-43.916047,3551,8
BELO HORIZONTE,35,1449,SALÃO PAROQUIAL SANTA LUZIA,"RUA JOÃO GOMES, 157",PARAÍSO,Convencional,-19.9176989,-43.9058806,2859,8
BELO HORIZONTE,35,1465,ESCOLA MUNICIPAL THEOMAR DE CASTRO ESPÍNDOLA,"RUA MICA, 144",SÃO LUCAS,Convencional,-19.9295452,-43.9187307,2209,7
BELO HORIZONTE,35,1473,ESCOLA MUNICIPAL PADRE GUILHERME PETERS,"RUA CORONEL JORGE DÁRIO, 560",SÃO LUCAS,Convencional,-19.9326152,-43.9153953,2472,6
BELO HORIZONTE,35,1481,ESCOLA DA SERRA,"RUA DO OURO, 1900",SERRA,Convencional,-19.9477917,-43.9186003,3922,8
BELO HORIZONTE,35,1490,CRECHE CASA DA CRIANÇA,"RUA CARLOS ETIENE DE CASTRO, 33",SERRA,Convencional,-19.9382572,-43.9112475,1563,4
BELO HORIZONTE,35,1503,ESCOLA MUNICIPAL VILA FAZENDINHA,"RUA PAULO DE SOUZA, 51",VILA FAZENDINHA,Convencional,-19.931121,-43.9060975,1543,4
BELO HORIZONTE,35,1511,INSTITUTO BH FUTURO (CRIANÇA ESPERANÇA),"RUA DESEMBARGADOR MÁRIO MATOS, 576",SERRA,Convencional,-19.9395107,-43.9120677,2099,5
BELO HORIZONTE,36,1015,ESCOLA ESTADUAL CARMO GIFFONI,"RUA DO COLAR, 85",JATOBÁ,Convencional,-19.994018,-44.053438,4745,12
BELO HORIZONTE,36,1023,ESCOLA ESTADUAL DIVINA PROVIDÊNCIA,"RUA PROFESSORA RUTH PINA, 381",REGINA,Convencional,-19.9817708,-44.0552314,5062,14
BELO HORIZONTE,36,1031,ESCOLA ESTADUAL GENERAL CARLOS LUIS GUEDES,"RUA TIRADENTES, 1153",LINDÉIA,Convencional,-19.9747132,-44.0452969,2236,5
BELO HORIZONTE,36,1040,ESCOLA ESTADUAL JOÃO PAULO I,"RUA TRÊS, 71",LINDÉIA,Convencional,-19.9861159,-44.053448,4365,11
BELO HORIZONTE,36,1058,ESCOLA ESTADUAL MINISTRO ALFREDO DE VILHENA VALADÃO,"RUA  SÔNIA MORAIS RANGEL, 111",TIROL,Convencional,-19.9918442,-44.0379701,5444,12
BELO HORIZONTE,36,1066,ESCOLA ESTADUAL PE JOÃO BOSCO PENIDO BURNIER,"RUA DAS PERPÉTUAS, 79",LINDÉIA,Convencional,,,6048,13
BELO HORIZONTE,36,1074,ESCOLA MUNICIPAL ANTONIO SALES BARBOSA,"RUA SABINO JOSE FERREIRA, 5",TIROL,Convencional,-19.9842417,-44.0455453,4718,10
BELO HORIZONTE,36,1082,ESCOLA MUNICIPAL HELENA ANTIPOFF,"AV. ANTONIO EUSTÁQUIO PIAZZA ,4020",TIROL,Convencional,-19.9905489,-44.0451612,6811,15
BELO HORIZONTE,36,1104,ESCOLA MUNICIPAL AURELIO BUARQUE DE HOLANDA,"PEDRO RAMOS CRUZ, 60",LINDÉIA,Convencional,-19.9770706,-44.0577804,4047,9
BELO HORIZONTE,36,1155,COLÉGIO SANTA RITA,"RUA COSTA BELÉM,122",SANTA HELENA (BARREIRO),Convencional,-19.9787119,-44.0122813,4434,11
BELO HORIZONTE,36,1163,COLÉGIO CHROMOS (ANTIGO COLÉGIO CENECISTA DOMICIANO VIEIRA),"RUA JOSÉ GONÇALVES, 550",BARREIRO,Convencional,-19.9770883,-44.0230036,4451,14
BELO HORIZONTE,36,1171,ESCOLA ESTADUAL CECÍLIA MEIRELES,"RUA JOSÉ DOS SANTOS LAGE, 360",TEIXEIRA DIAS,Convencional,-19.9893345,-44.0172185,6691,14
BELO HORIZONTE,36,1180,ESCOLA ESTADUAL MARGARIDA BROCHADO,"RUA BARÃO DE COROMANDEL, 426",BARREIRO,Convencional,-19.9749786,-44.0171068,2716,7
BELO HORIZONTE,36,1198,ESCOLA ESTADUAL RODRIGUES CAMPOS,"AV. SINFRÔNIO BROCHADO, 355",BARREIRO,Convencional,-19.976291,-44.0160155,6878,15
BELO HORIZONTE,36,1201,ESCOLA MUNICIPAL ANTÔNIO ALEIXO,"AV. OLINTO MEIRELES, 250",BARREIRO,Convencional,-19.9732851,-44.013812,804,4
BELO HORIZONTE,36,1210,ESCOLA MUNICIPAL LUIZ GATTI,"RUA O. GARIMPEIRO, 45",CONJUNTO ADEMAR MALDONADO,Convencional,-19.9820293,-44.0262671,7478,16
BELO HORIZONTE,36,1228,ESCOLA MUNICIPAL PE. FLÁVIO GIAMMETTA,"R.SEBASTIÃO MARIA DA SILVA,175",CONJUNTO ÁTILA DE PAIVA,Convencional,-19.9777382,-44.0273165,3275,8
BELO HORIZONTE,36,1236,ESCOLA MUNICIPAL SEBASTIÃO GUILHERME DE OLIVEIRA,"RUA CALÊNDULA,10",OLARIA,Convencional,-19.9894765,-44.0295899,4211,10
BELO HORIZONTE,36,1260,ESCOLA MUNICIPAL AYRES DA MATA MACHADO FILHO,"AV. SENADOR LEVINDO COELHO,132",VALE DO JATOBÁ,Convencional,-19.9937991,-44.0348263,3000,12
BELO HORIZONTE,36,1368,ESCOLA ESTADUAL DIOGO DE VASCONCELOS,"RUA PROFESSOR LUIZ POMPEU, 30",INDÚSTRIAS,Convencional,-19.9557103,-44.010509,4101,12
BELO HORIZONTE,36,1376,ESCOLA ESTADUAL PADRE JOÃO BOTELHO,"RUA MARIA DE LOURDES MANSO, 81",INDÚSTRIAS,Convencional,-19.9639803,-44.0009604,5000,13
BELO HORIZONTE,37,1031,COLÉGIO SALESIANO,"AV. AMAZONAS, 6825",NOVA GAMELEIRA,Convencional,-19.9350022,-43.9932387,6735,17
BELO HORIZONTE,37,1058,ESCOLA ESTADUAL PROF. LEON RENAULT,"AV. AMAZONAS, 5855",GAMELEIRA,Convencional,-19.9316174,-43.9854733,5089,21
BELO HORIZONTE,37,1066,ESCOLA ESTADUAL DR PAULO DINIZ CHAGAS,"RUA CÂNDIDO DE SOUZA, 80",NOVA GAMELEIRA,Convencional,-19.9316174,-43.9854733,2243,9
BELO HORIZONTE,37,1295,ESCOLA ESTADUAL DR ANTÔNIO AUGUSTO SOARES CANEDO,"AV. CAPIM BRANCO, 157",VISTA ALEGRE,Convencional,-19.9505203,-44.000979,8097,17
BELO HORIZONTE,37,1309,ESCOLA ESTADUAL HERMENEGILDO CHAVES,"RUA HERCULANO MOURAO SALAZAR, 105 (ANT. RUA JOAO XXIII)",NOVA CINTRA,Convencional,-19.9527575,-43.991631,4856,10
BELO HORIZONTE,37,1317,ESCOLA MUNICIPAL PADRE HENRIQUE BRANDÃO,"RUA CRISPIM JACQUES, 987",VISTA ALEGRE,Convencional,-19.9563454,-44.000365,7076,15
BELO HORIZONTE,37,1325,ESCOLA ESTADUAL PROFESSORA MARIA DO SOCORRO ANDRADE,"R. ALEXANDRE MATIAS ALVES, 290",NOVA CINTRA,Convencional,-19.9514974,-43.9881026,6160,13
BELO HORIZONTE,37,1333,ESCOLA ESTADUAL PROFESSOR MAGALHÃES DRUMMOND,"RUA FERNANDO ALVES, 260",NOVA CINTRA,Convencional,-19.9512709,-43.988419,3826,10
BELO HORIZONTE,37,1368,ESCOLA MUNICIPAL TEN. MANOEL TEIXEIRA MAGALHÃES PENIDO,"RUA AMUR, 48",BETÂNIA,Convencional,-19.9625583,-43.9969601,3726,8
BELO HORIZONTE,37,1376,ESCOLA MUNICIPAL MESTRE ATAYDE,"RUA AUGUSTO JOSÉ DOS SANTOS, 560",BETÂNIA,Convencional,-19.9679589,-43.9887726,7780,23
BELO HORIZONTE,37,1406,ESCOLA ESTADUAL AARÃO REIS,"RUA JAIME SALSE, 330",MADRE GERTRUDES,Convencional,-19.9498725,-44.0057831,5547,12
BELO HORIZONTE,37,1490,ESCOLA ESTADUAL GERALDO TEIXEIRA DA COSTA,"RUA PADRE TIAGO DE ALMEIDA, 382",CAMARGOS,Convencional,-19.93862,-44.0239491,4474,9
BELO HORIZONTE,37,1511,ESCOLA MUNICIPAL MÁRIO WERNECK,"RUA ABATI, 10",SANTA MARIA,Convencional,-19.9360382,-44.0132595,5409,11
BELO HORIZONTE,37,1520,E.E. ORDEM E PROGRESSO (ANTIGA E. E. FELIPE CORREA),"RUA OSCAR NEGRÃO DE LIMA, 29",NOVA GAMELEIRA,Convencional,-19.9383352,-43.9966438,5671,12
BELO HORIZONTE,37,1589,UMEI PITUCHINHA,"RUA MARQUÊS DO LAVRADIO, 619",ALTO DOS PINHEIROS,Convencional,-19.9291175,-44.002765,4254,12
BELO HORIZONTE,37,1597,ESCOLA MUNICIPAL JOÃO CAMILO DE OLIVEIRA TORRES,"RUA ESTER BATISTA VIEIRA, 12",CALIFÓRNIA,Convencional,-19.9295211,-44.0088551,3050,9
BELO HORIZONTE,37,1600,ESCOLA MUNICIPAL JOÃO PINHEIRO,"RUA PADRE MANOEL BERNARDES   , 303",ALTO DOS PINHEIROS,Convencional,-19.9335616,-44.0000219,4621,10
BELO HORIZONTE,37,1619,INSTITUTO EDUCACIONAL BAIÃO SANTOS,"RUA FREI CONCEIÇÃO VELOSO,  473",JOÃO PINHEIRO,Convencional,-19.9282937,-44.0000301,2805,6
BELO HORIZONTE,37,1627,ESCOLA ESTADUAL ELPÍDIO ARISTIDES DE FREITAS,"RUA MARIA ANTÔNIA FRÁGOLA, 50",CAMARGOS,Convencional,-19.9425061,-44.0156555,4608,10
BELO HORIZONTE,37,1635,ESCOLA ESTADUAL DOM CABRAL,"RUA SÃO FELICÍSSIMO, 153",BETÂNIA,Convencional,-19.9625836,-43.9885948,3471,7
BELO HORIZONTE,38,1023,ESCOLA ESTADUAL GERALDINA ANA GOMES,"RUA GUERNICA, 275",EUROPA,Convencional,-19.8053611,-43.966814,6144,13
BELO HORIZONTE,38,1066,ESCOLA MUNICIPAL MILTON CAMPOS,"RUA JOVINO RODRIGUES PEGO, 145",MANTIQUEIRA (VENDA NOVA),Convencional,,,8223,18
BELO HORIZONTE,38,1074,ESCOLA MUNICIPAL MOYSÉS KALIL,"RUA AFONSO PEREIRA DA SILVA, 10",MANTIQUEIRA (VENDA NOVA),Convencional,,,8120,18
BELO HORIZONTE,38,1082,ESCOLA MUNICIPAL PEDRO GUERRA,"RUA JOÃO FERREIRA DA SILVA, 230",MANTIQUEIRA (VENDA NOVA),Convencional,,,5473,15
BELO HORIZONTE,38,1090,ESCOLA ESTADUAL AFONSO PENA MASCARENHAS,"RUA ODETE RODRIGUES DE OLIVEIRA, 180",JARDIM COMERCIARIOS (VENDA NOVA),Convencional,,,4274,10
BELO HORIZONTE,38,1104,ESCOLA MUNICIPAL TABAJARA PEDROSO,"RUA GERALDO ANUNCIAÇÃO, 45",RIO BRANCO,Convencional,,,2970,10
BELO HORIZONTE,38,1112,ESCOLA MUNICIPAL GRACY VIANNA LAGE,"RUA JOÃO SOARES LEAL, 23",JARDIM COMERCIARIOS (VENDA NOVA),Convencional,,,7380,16
BELO HORIZONTE,38,1120,ESCOLA ESTADUAL DJANIRA RODRIGUES DE OLIVEIRA,"RUA JOÃO ANTONIO MAURÍCIO, 160",EUROPA,Convencional,,,9062,20
BELO HORIZONTE,38,1139,ESCOLA ESTADUAL JUSCELINO KUBITSCHEK DE OLIVEIRA,"RUA HERCI EUCLIDES FERREIRA, 229",MARIA HELENA (VENDA NOVA - PARTE),Convencional,-19.8010811,-43.99282,3784,9
BELO HORIZONTE,38,1198,ESCOLA MUNICIPAL ANTÔNIA FERREIRA,"RUA JOÃO GUALBERTO DE ABREU, 10",SAO JOAO BATISTA (VENDA NOVA) (PARTE),Convencional,-19.8165048,-43.962865,8762,18
BELO HORIZONTE,38,1201,ESCOLA MUNICIPAL ANTÔNIO GOMES HORTA,"RUA ANTÔNIO JOSÉ DE OLIVEIRA, 161",MINAS CAIXA (VENDA NOVA),Convencional,-19.8100448,-43.954883,4044,9
BELO HORIZONTE,38,1210,ESCOLA ESTADUAL MANOEL SOARES DO COUTO,"RUA WALFRIDO TEIXEIRA SIMÕES, 200",MINAS CAIXA (VENDA NOVA),Convencional,-19.8050381,-43.957801,8311,18
BELO HORIZONTE,38,1228,ESCOLA MUNICIPAL DORA TOMICH LAENDER,"RUA JULITA NUNES LIMA, 53",MINAS CAIXA (VENDA NOVA),Convencional,-19.8043921,-43.959432,2626,7
BELO HORIZONTE,38,1236,ESCOLA MUNICIPAL JOSÉ MARIA ALKMIM,"RUA BENÍGNO FAGUNDES DA SILVA, S/N",SERRA VERDE (VENDA NOVA),Convencional,-19.7967203,-43.954883,6170,14
BELO HORIZONTE,38,1244,ESCOLA ESTADUAL GETÚLIO VARGAS,"RUA GUIDO LEÃO, 22",SERRA VERDE (VENDA NOVA),Convencional,-19.7939745,-43.95454,4752,10
BELO HORIZONTE,38,1260,ESCOLA ESTADUAL SANTOS DUMONT,"RUA ALCIDES LINS, 502",VENDA NOVA (CENTRO),Convencional,-19.8152935,-43.957286,6885,15
BELO HORIZONTE,38,1279,ESCOLA MUNICIPAL EMEI - VENDA NOVA,"RUA DOUTOR ÁLVARO CAMARGOS, 14",VENDA NOVA (CENTRO),Convencional,-19.817716,-43.954196,1379,4
BELO HORIZONTE,38,1287,ESCOLA ESTADUAL CESEC MARIA VIEIRA BARBOSA,"RUA PADRE PEDRO PINTO, 775",VENDA NOVA (CENTRO),Convencional,-19.8140823,-43.957372,3416,10
BELO HORIZONTE,38,1384,ESCOLA MUNICIPAL ARMANDO ZILLER,"RUA GERALDO ILÍDIO TEIXEIRA, 283",MANTIQUEIRA (VENDA NOVA),Convencional,-19.7837177,-43.984237,4034,9
BELO HORIZONTE,38,1392,ESCOLA MUNICIPAL RENATO AZEREDO,"RUA AGUA, 240",MARIA HELENA (VENDA NOVA - PARTE),Convencional,-19.7947013,-43.993078,2183,6
BELO HORIZONTE,38,1406,ESCOLA MUNICIPAL JOSÉ XAVIER NOGUEIRA,"RUA NAVARRA, 100",EUROPA,Convencional,-19.8007581,-43.963552,1663,5
BELO HORIZONTE,38,1414,ESCOLA MUNICIPAL PADRE MARZANO MATIAS,"RUA ÉRICO VERÍSSIMO, 1.280",RIO BRANCO,Convencional,-19.816747,-43.978572,2983,7
BELO HORIZONTE,39,1090,ESCOLA ESTADUAL PEDRO PAULO PENIDO,"RUA RONAN SOARES, 40, FLORAMAR",FLORAMAR,Convencional,-19.8388981,-43.9309964,6865,16
BELO HORIZONTE,39,1104,ESCOLA MUNICIPAL RUI DA COSTA VAL,"RUA ANTÔNIO PEREIRA DOS SANTOS, 30, JARDIM FELICIDADE",JARDIM FELICIDADE,Convencional,-19.829536,-43.927656,4209,9
BELO HORIZONTE,39,1112,ESCOLA ESTADUAL PROFESSORA FRANCISCA MALHEIROS,"RUA RONALD DE CARVALHO, 276, TUPI",TUPI,Convencional,-19.8400409,-43.9158357,7954,18
BELO HORIZONTE,39,1120,ESCOLA MUNICIPAL FRANCISCO CAMPOS,"RUA HERALDO BELISARIO, 190, TUPI",TUPI,Convencional,-19.8350688,-43.922793,8583,18
BELO HORIZONTE,39,1139,ESCOLA MUNICIPAL SEBASTIANA NOVAIS,"RUA ANITA MALFATTI, 60, TUPI",TUPI,Convencional,-19.841977,-43.919206,5883,12
BELO HORIZONTE,39,1171,ESCOLA MUNICIPAL MINERVINA AUGUSTA,"RUA DAVID CANABARRO, 18, CAMPO ALEGRE",CAMPO ALEGRE,Convencional,-19.8298187,-43.9470597,4620,10
BELO HORIZONTE,39,1201,ESCOLA ESTADUAL PROF. BOLIVAR FREITAS,"RUA JOSE PINTO MOURA, 395, JARDIM GUANABARA",JARDIM GUANABARA,Convencional,-19.825273,-43.936755,10045,21
BELO HORIZONTE,39,1252,ESCOLA ESTADUAL PASCHOAL COMANDUCCI,"RUA JOÃO NASCIMENTO PIRES, 240, JACQUELINE",JACQUELINE,Convencional,-19.8021626,-43.9357824,8411,19
