NM_MUNICIPIO,NR_ZONA,NR_LOCAL_VOTACAO,NM_LOCAL_VOTACAO,DS_ENDERECO,NM_BAIRRO,DS_TIPO_LOCAL,NR_LATITUDE,NR_LONGITUDE,QT_ELEITORES,QT_SECOES
BELO HORIZONTE,31,1376,ESCOLA MUNICIPAL MARLENE PEREIRA RANCANTE,"RUA DOS COMERCIANTES, 38",ALÍPIO DE MELO,Convencional,-19.8964349,-44.001909,1748,4
BELO HORIZONTE,31,1384,COLEGUIUM - UNIDADE CASTELO MANACÁS,"RUA DOUTOR SYLVIO MENICUCCI, 1021",CASTELO,Convencional,-19.8862019,-44.003282,2358,6
BELO HORIZONTE,31,1392,ESCOLA EDUCAR,"AVENIDA SERRANA, 511",SERRANO,Convencional,-19.8809931,-44.011733,1037,3
BELO HORIZONTE,31,1414,COLÉGIO CHROMOS CASTELO,"RUA CASTELO DA FEIRA, 122",CASTELO,Convencional,-19.8822884,-43.996126,406,2
BELO HORIZONTE,32,1031,COLÉGIO COPAM BH (ANTIGO COLEGIO PAMPULHA),"RUA GARUMÃ, 565",AEROPORTO,Convencional,-19.8565704,-43.9545802,5196,11
BELO HORIZONTE,32,1040,ESCOLA MUNICIPAL AURÉLIO PIRES,"RUA BARRINHA,171",LIBERDADE,Convencional,-19.8653081,-43.9521906,4658,11
BELO HORIZONTE,32,1058,JARAGUÁ COUNTRY CLUBE,"RUA AMÁVEL COSTA, 07",JARAGUÁ,Convencional,-19.8558555,-43.948414,5965,13
BELO HORIZONTE,32,1066,ESCOLA ESTADUAL ANITA BRINA BRANDÃO,"PRAÇA IGINO BONFIOLI, 05",JARAGUÁ,Convencional,-19.8562546,-43.948801,7501,17
BELO HORIZONTE,32,1082,ESCOLA ESTADUAL CORONEL JUCA PINTO,"AVENIDA BUENO SIQUEIRA, 180",UNIVERSITÁRIO,Convencional,-19.8665143,-43.9440587,2634,6
BELO HORIZONTE,32,1090,UNIFENAS - UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO,"RUA BOAVENTURA, 50",UNIVERSITÁRIO,Convencional,-19.870231,-43.9493225,3236,8
BELO HORIZONTE,32,1104,ESCOLA ESTADUAL ISABEL DA SILVA POLCK,"RUA NELSON LEMOS DE CARVALHO, 198",PALMARES,Convencional,-19.8713125,-43.9303964,6032,13
BELO HORIZONTE,32,1112,ESCOLA ESTADUAL MAJOR DELFINO DE PAULA RICARDO,"AVENIDA JOSÉ CLETO,733",SANTA CRUZ,Convencional,-19.8742325,-43.9384231,6586,14
BELO HORIZONTE,32,1139,ESCOLA MUNICIPAL PROFESSORA ELEONORA PIERUCCETTI,"AVENIDA BERNARDO  VASCONCELOS, 288",CACHOEIRINHA,Convencional,-19.8852851,-43.9482056,6314,16
BELO HORIZONTE,32,1147,ESCOLA ESTADUAL PERO VAZ DE CAMINHA,"RUA PACAJÁ,200",CACHOEIRINHA,Convencional,-19.882507,-43.9456532,2680,6
BELO HORIZONTE,32,1163,EMEI - SANTA CRUZ,"RUA FLORICENA FARIA FRAGA, 241",SANTA CRUZ,Convencional,-19.8800514,-43.9403526,1857,4
BELO HORIZONTE,32,1171,ESCOLA ESTADUAL SANTO AFONSO,"AVENIDA BERNARDO  VASCONCELOS, 1334",CACHOEIRINHA,Convencional,-19.883522,-43.9395366,4867,12
BELO HORIZONTE,32,1180,CENTRO COMUNITÁRIO DA PARÓQUIA DE SANTO AFONSO,"PRAÇA MUQUI, 89",RENASCENÇA,Convencional,-19.8902972,-43.9383926,1680,4
BELO HORIZONTE,32,1201,ESCOLA ESTADUAL TITO FULGÊNCIO,"RUA JACUÍ, 2357",RENASCENÇA,Convencional,-19.8928246,-43.9364882,4832,12
BELO HORIZONTE,32,1210,ESCOLA ESTADUAL MARIANO DE ABREU,"RUA SIMÃO TANN, 143",CACHOEIRINHA,Convencional,-19.8885242,-43.944979,2834,8
BELO HORIZONTE,32,1228,ESCOLA ESTADUAL DEPUTADO ILACIR PEREIRA LIMA,"RUA CONDE DE SANTA MARINHA, 707",CACHOEIRINHA,Convencional,-19.8897886,-43.9461562,4125,10
BELO HORIZONTE,32,1236,ESCOLA ESTADUAL BENJAMIM GUIMARÃES,"RUA ITAPAGIPE,622-A",CONCÓRDIA,Convencional,-19.9028939,-43.9343271,2839,10
BELO HORIZONTE,32,1260,ESCOLA MUNICIPAL HUGO PINHEIRO SOARES,"RUA JUNDIAÍ, 567",CONCÓRDIA,Convencional,-19.8980205,-43.9401379,2836,9
BELO HORIZONTE,32,1279,ESCOLA MUNICIPAL  AMÉRICO RENÊ GIANNETTI,"RUA  JUNDIAÍ, 557",CONCÓRDIA,Convencional,-19.8982673,-43.9404562,1715,7
BELO HORIZONTE,32,1295,ESCOLA ESTADUAL FLÁVIO DOS SANTOS,"RUA JACUÍ,1131",CONCÓRDIA,Convencional,-19.9035533,-43.933023,3324,9
BELO HORIZONTE,32,1309,SEMINÁRIO TEOLÓGICO CARISMA,"RUA MANOEL MACEDO, 308",LAGOINHA,Convencional,-19.9008835,-43.9451317,3278,9
BELO HORIZONTE,32,1317,ESCOLA ESTADUAL SARAH KUBITSCHEK,"RUA JOSÉ CLEMENTE PEREIRA,91",IPIRANGA,Convencional,-19.8820845,-43.9347901,3952,9
BELO HORIZONTE,32,1325,ESCOLA ESTADUAL BRITALDO SOARES FERREIRA DINIZ,"RUA PIRACEMA, 331",SUZANA,Convencional,-19.8634627,-43.9338893,2347,5
BELO HORIZONTE,32,1333,IGREJA BATISTA DA RENASCENÇA,"RUA TAQUARI  , 68",RENASCENÇA,Convencional,-19.8940398,-43.9369576,1260,5
BELO HORIZONTE,32,1341,SOCIEDADE SÃO VICENTE DE PAULO,"RUA SALITRE, 160",SANTA CRUZ,Convencional,-19.8808166,-43.9393106,1541,4
BELO HORIZONTE,32,1376,EMEI - SÃO BERNARDO,"AVENIDA CECÍLIA PINTO, 105",SÃO BERNARDO,Convencional,-19.8461553,-43.944341,2599,7
BELO HORIZONTE,32,1384,ESCOLA MUNICIPAL MARIA SILVEIRA,"RUA LIBÂNIA PENA, 201",SÃO BERNARDO,Convencional,-19.8478707,-43.9444988,4901,11
BELO HORIZONTE,32,1392,ESCOLA ESTADUAL ORÔNCIO MURGEL DUTRA,"RUA SÃO LUIZ, 401",SÃO TOMAZ,Convencional,-19.8423967,-43.9515865,5709,14
BELO HORIZONTE,33,1058,COLÉGIO TIRADENTES POLÍCIA MILITAR - UNIDADE PRADO,"RUA DOS PAMPAS, 767",PRADO,Convencional,-19.9195049,-43.9646101,5810,17
BELO HORIZONTE,33,1066,COLÉGIO NOSSA SENHORA DO MONTE CALVÁRIO,"AV. DO CONTORNO, 9384",BARRO PRETO,Convencional,-19.9248456,-43.9570326,3293,9
BELO HORIZONTE,33,1090,ESCOLA ESTADUAL PROF CAETANO AZEREDO,"RUA DOS GUAJAJARAS, 1827",BARRO PRETO,Convencional,-19.9228485,-43.9511111,3188,10
BELO HORIZONTE,33,1112,ESCOLA ESTADUAL FRANCISCO SALES,"RUA DOS GUAJAJARAS , 1887",BARRO PRETO,Convencional,-19.9228609,-43.9516537,1230,6
BELO HORIZONTE,33,1120,INSTITUTO SAO RAFAEL,"AV. AUGUSTO DE LIMA, 2109",BARRO PRETO,Convencional,-19.9201958,-43.9565112,641,7
BELO HORIZONTE,33,1163,ESCOLA ESTADUAL CESARIO ALVIM,"RUA RIO GRANDE DO SUL, S/N",CENTRO,Convencional,-19.9178734,-43.9449724,3534,15
BELO HORIZONTE,33,1198,EMEI DELFIM MOREIRA,"RUA ESPÍRITO SANTO, 890",CENTRO,Convencional,-19.9224426,-43.9383512,2781,6
BELO HORIZONTE,33,1244,CLARETIANO COLÉGIO,"RUA DOS AIMORÉS, 1583",LOURDES,Convencional,-19.9282696,-43.9391336,5400,14
BELO HORIZONTE,33,1252,ESCOLA ESTADUAL AFONSO PENA,"AV. JOAO PINHEIRO, 450",CENTRO,Convencional,-19.9290642,-43.937606,4691,12
BELO HORIZONTE,33,1309,COLÉGIO SANTO AGOSTINHO,"AV. AMAZONAS, 1803",SANTO AGOSTINHO,Convencional,-19.9257314,-43.9498254,4833,10
BELO HORIZONTE,33,1333,COLÉGIO PIO XII,"AV. DO CONTORNO, 8902",SANTO AGOSTINHO,Convencional,-19.928382,-43.9572328,3667,8
BELO HORIZONTE,33,1376,ESCOLA ESTADUAL GOVERNADOR MILTON CAMPOS - UNIDADE I,RUA FERNANDES TOURINHO 1020,LOURDES,Convencional,-19.9368099,-43.9441631,8714,18
BELO HORIZONTE,33,1422,COLÉGIO SANTO ANTÔNIO,"RUA PERNAMBUCO, 880",SAVASSI,Convencional,-19.9352088,-43.9350164,6395,13
BELO HORIZONTE,33,1457,ESCOLA ESTADUAL BARÃO DO RIO BRANCO,AVENIDA GETÚLIO VARGAS 1059,SAVASSI,Convencional,-19.9369856,-43.9330186,5109,11
BELO HORIZONTE,33,1473,COLÉGIO ARNALDO,"PRAÇA JOÃO PESSOA, 200",FUNCIONÁRIOS,Convencional,-19.9289825,-43.9281198,6855,14
BELO HORIZONTE,33,1481,ESCOLA ESTADUAL PEDRO II,AV. PROFESSOR ALFREDO BALENA 523,CENTRO,Convencional,-19.9260869,-43.9298963,4753,30
BELO HORIZONTE,33,1490,CENTRO CULTURAL DA UFMG,"AV. SANTOS DUMONT, 174",CENTRO,Convencional,-19.916266,-43.9353846,1906,5
BELO HORIZONTE,33,1511,ESCOLA ESTADUAL BARÃO DE MACAÚBAS,"RUA DAVID CAMPISTA, 42",FLORESTA,Convencional,-19.9162007,-43.9287003,2615,19
BELO HORIZONTE,33,1520,COLÉGIO NOSSA SENHORA DAS DORES,"AV. FRANCISCO SALES, 77",FLORESTA,Convencional,-19.9159985,-43.9314393,2113,6
BELO HORIZONTE,33,1562,COLÉGIO NOSSA SENHORA DA PIEDADE,"RUA MONSENHOR DOMINGOS PINHEIRO, 35",CALAFATE,Convencional,-19.922378,-43.9673858,2838,6
BELO HORIZONTE,33,1570,ESCOLA POLITÉCNICA DE MINAS GERAIS - POLIMIG,"RUA PLATINA, 1407",CALAFATE,Convencional,-19.9239572,-43.9700983,2830,10
BELO HORIZONTE,33,1597,ESCOLA ESTADUAL OLEGARIO MACIEL,"AV. OLEGARIO MACIEL, 422",CENTRO,Convencional,-19.9180291,-43.9442004,1845,6
BELO HORIZONTE,33,1619,ESCOLA ESTADUAL PANDIÁ CALÓGERAS,PRAÇA CARLOS CHAGAS 35,SANTO AGOSTINHO,Convencional,-19.9306328,-43.948184,3442,7
BELO HORIZONTE,33,1678,REDE DECISÃO - UNIDADE LOURDES,"RUA ESPÍRITO SANTO, 2.055, CENTRO",LOURDES,Convencional,-19.9326313,-43.9407123,5259,11
BELO HORIZONTE,33,1694,SESC TUPINAMBÁS,"RUA DOS TUPINAMBÁS, 908, CENTRO",CENTRO,Convencional,-19.9166313,-43.9427547,1349,8
BELO HORIZONTE,331,1015,ESCOLA ESTADUAL PROF. GUILHERME AZEVEDO LAGE,"RUA MARICÁ, 285",SÃO GABRIEL,Convencional,-19.8487549,-43.9128065,6793,14
BELO HORIZONTE,331,1031,ESCOLA ESTADUAL PROF. ANTONIO JOSE RIBEIRO FILHO,"RUA AMARAJI, 182",SÃO GABRIEL,Convencional,-19.8552249,-43.9081069,7542,16
BELO HORIZONTE,331,1040,ESCOLA MUNICIPAL AGENOR ALVES DE CARVALHO,"RUA AGENOR ALVES, 53",NAZARÉ,Convencional,-19.854104,-43.8962388,5957,19
BELO HORIZONTE,331,1058,ESCOLA ESTADUAL BOLIVAR TINOCO MINEIRO,"RUA DIVINO ESPÍRITO SANTO, 40",RIBEIRO DE ABREU,Convencional,-19.8347633,-43.9057765,7536,19
BELO HORIZONTE,331,1066,ESCOLA MUNICIPAL SECRETARIO HUMBERTO ALMEIDA,"RUA AREIA BRANCA, 03",RIBEIRO DE ABREU,Convencional,-19.8229986,-43.9027997,5085,11
BELO HORIZONTE,331,1074,ESCOLA MUNICIPAL PROFESSORA ACIDALIA LOTT,"RUA ANTONIO MARIANO DE ABREU, 10",PAULO VI,Convencional,-19.8349708,-43.8905761,8657,20
BELO HORIZONTE,331,1082,ESCOLA MUNICIPAL CONSUELITA CANDIDA,"RUA DOM SILVÉRIO GOMES PIMENTA, 301",JARDIM BELMONTE,Convencional,-19.8449774,-43.8998152,5032,11
BELO HORIZONTE,331,1090,ESCOLA MUNICIPAL GOVERNADOR OZANAN COELHO,"RUA ÂNGELA BENAREGES, 14",CAPITÃO EDUARDO,Convencional,-19.8310822,-43.8693557,3696,8
BELO HORIZONTE,331,1104,ESCOLA ESTADUAL ANTONIO CLEMENTE,"RUA DR. BENEDITO XAVIER   , 1975",AARÃO REIS,Convencional,-19.847618,-43.9206655,3276,9
BELO HORIZONTE,331,1112,ESCOLA ESTADUAL CELMAR BOTELHO DUARTE,"RUA BELO ORIENTE, 845",PROVIDÊNCIA,Convencional,-19.8567919,-43.9245078,2785,8
BELO HORIZONTE,331,1120,ESCOLA MUNICIPAL CONSUL ANTONIO CADAR,"RUA RIO PARNAÍBA, 30",PROVIDÊNCIA,Convencional,-19.8503979,-43.927012,5785,13
BELO HORIZONTE,331,1147,ESCOLA ESTADUAL DONATO WERNECK DE FREITAS,"RUA ALCIDES DE SOUZA, 112",MINASLÂNDIA,Convencional,-19.8549115,-43.9332161,3584,9
BELO HORIZONTE,331,1155,ESCOLA MUNICIPAL JOSEFINA SOUZA LIMA,"RUA MARIA ORTIZ, 195",PRIMEIRO DE MAIO,Convencional,-19.8562253,-43.9308244,4341,12
BELO HORIZONTE,331,1163,ESCOLA  ESTADUAL PROF. ALBERTO MAZONI ANDRADE,"RUA OSCAR LOBO PEREIRA, 390",PRIMEIRO DE MAIO,Convencional,-19.965184,-43.9521775,2824,9
BELO HORIZONTE,331,1171,ESCOLA ESTADUAL PROFESSOR HILTON ROCHA,"AV. CRISTIANO MACHADO, 8200",PRIMEIRO DE MAIO,Convencional,-19.8611526,-43.932759,2372,5
BELO HORIZONTE,331,1180,ESCOLA ESTADUAL PRESIDENTE TANCREDO NEVES,"RUA FURQUIM WERNECK, 313",GUARANI,Convencional,-19.8428924,-43.9206013,3811,8
BELO HORIZONTE,331,1198,ESCOLA MUNICIPAL  HELIO PELLEGRINO,"RUA GUILHERME SOARES, 255",GUARANI,Convencional,-19.8451192,-43.9248432,3586,8
BELO HORIZONTE,331,1201,ESCOLA MUNICIPAL HERBERT JOSE DE SOUZA,"AV. DETETIVE EDUARDO FERNANDES, 320",NOVO AARÃO REIS,Convencional,-19.8409531,-43.9079114,4316,9
BELO HORIZONTE,331,1210,ESCOLA MUNICIPAL PROFESSSORA  MARIA MAZARELLO,"RUA BENEDITO NEVES, 45",NAZARÉ,Convencional,-19.8536632,-43.8925599,4352,9
BELO HORIZONTE,331,1228,ESCOLA MUNICIPAL OSWALDO FRANÇA JUNIOR,"RUA CIRCULAR, 335",SÃO GABRIEL,Convencional,-19.8533388,-43.9133444,2030,5
BELO HORIZONTE,331,1236,ESCOLA MUNICIPAL MURILO RUBIÃO,"RUA HERÁCLITO, 232 (END. ANTIGO R. DR. ADILSON ROCHA SACURY 10)",ACAIACA,Convencional,-19.8475998,-43.8963709,4184,9
BELO HORIZONTE,331,1260,PUC - PONTIFÍCIA UNIVERSIDADE CATÓLICA - UNIDADE SÃO GABRIEL,RUA WALTER IANNI - 255,SÃO GABRIEL,Convencional,-19.8593616,-43.9189424,4646,11
BELO HORIZONTE,331,1279,ESCOLA MUNICIPAL PROFESSOR PAULO FREIRE,RUA PAULO CAMPOS MENDES  N 311,RIBEIRO DE ABREU,Convencional,-19.8286142,-43.894758,1517,4
BELO HORIZONTE,331,1287,ESCOLA MUNICIPAL SOBRAL PINTO,RUA DAS ALMAS 120,CONJUNTO PAULO VI,Convencional,-19.8327718,-43.8830097,448,1
BELO HORIZONTE,332,1015,ESCOLA ESTADUAL NOSSA SENHORA DO BELO RAMO,"RUA SEBASTIÃO DE BARROS, 151",NOVA GRANADA,Convencional,-19.940651,-43.9686075,2084,5
BELO HORIZONTE,332,1023,ESCOLA ESTADUAL MÁRIO CASASSANTA,"RUA CONSELHEIRO JOAQUIM CAETANO, 1499",NOVA GRANADA,Convencional,-19.9464931,-43.9676982,3886,10
BELO HORIZONTE,332,1058,NEWTON PAIVA - UNIDADE SILVA LOBO,"AVENIDA SILVA LOBO, 1.730",NOVA GRANADA,Convencional,-19.9421238,-43.9653916,7491,19
BELO HORIZONTE,332,1066,CEFET-CAMPUS I,"AV. AMAZONAS, 5253",NOVA SUÍÇA,Convencional,-19.9302226,-43.9788173,8095,17
BELO HORIZONTE,332,1074,ESCOLA ESTADUAL MAURÍCIO MURGEL,"AV. AMAZONAS, 5154",NOVA SUÍÇA,Convencional,-19.9293659,-43.9784058,5301,14
BELO HORIZONTE,332,1082,ESCOLA ESTADUAL AMÉLIA JOSEFINA KEESEN,"RUA HERCULANO PENA ,598",SALGADO FILHO,Convencional,-19.9363064,-43.9816073,2391,7
BELO HORIZONTE,332,1090,ESCOLA ESTADUAL OLÍMPIA RESENDE PEREIRA,"RUA LINDOLFO DEODORO, 84",JARDIM AMÉRICA,Convencional,-19.9395483,-43.9792456,4717,10
BELO HORIZONTE,332,1104,"ESCOLA MUNICIPAL DEPUTADO MILTON SALES - ENTRADA RUA TEÓFILO FILHO,222","RUA TEÓFILO FILHO, 222",JARDIM AMÉRICA,Convencional,-19.9552742,-43.9692843,3959,9
BELO HORIZONTE,332,1112,ESCOLA MUNICIPAL OSVALDO CRUZ -EMOC,"RUA SANTOS, 2200",JARDIM AMÉRICA,Convencional,-19.954571,-43.969638,4972,12
BELO HORIZONTE,332,1120,ESCOLA ESTADUAL ALZIRA ALBUQUERQUE MOSQUEIRA,"RUA PROFESSOR CÍCERO PEREIRA, 69",SALGADO FILHO,Convencional,-19.9486201,-43.9798371,2268,5
BELO HORIZONTE,332,1139,ESCOLA ESTADUAL CÂNDIDO PORTINARI,RUA CAMPINA VERDE S/N,SALGADO FILHO,Convencional,-19.9452266,-43.9833723,7882,17
BELO HORIZONTE,332,1147,ESCOLA ESTADUAL JOSÉ MENDES CORREIA,"RUA CARMELITA PRATES DA SILVA, 682",SALGADO FILHO,Convencional,-19.9414539,-43.9851435,3397,10
BELO HORIZONTE,332,1155,ESCOLA ESTADUAL MANUEL CASASSANTA,"RUA GUILHERMINO ESTEVAO NASCIMENTO, 150",PALMEIRAS,Convencional,-19.9645777,-43.9794393,4883,10
BELO HORIZONTE,332,1163,ESCOLA MUNICIPAL FRANCISCA DE PAULA,"RUA JÚLIO DE CASTILHO, 330",CINQUENTENÁRIO,Convencional,-19.957458,-43.9835089,6560,14
BELO HORIZONTE,332,1171,ESCOLA MUNICIPAL PREFEITO AMINTHAS DE BARROS,"RUA SAN SALVADOR, 71",ESTRELA DALVA,Convencional,-19.9634086,-43.9695622,7820,17
BELO HORIZONTE,332,1180,COLÉGIO SANTA MARIA - UNIDADE NOVA SUIÇA (ANTIGO COLÉGIO SANTANA),"RUA LINDOLFO DE AZEVEDO , 345",NOVA SUÍÇA,Convencional,-19.9360862,-43.9784617,6322,13
BELO HORIZONTE,332,1198,UNI/BH,"AV. PROFESSOR MÁRIO WERNECK , 1685",BURITIS,Convencional,-19.9698318,-43.9644063,8963,22
BELO HORIZONTE,332,1201,ESCOLA MUNICIPAL HUGO WERNECK,"RUA OSCAR TROMPOWSKY   ,1372",GRAJAÚ,Convencional,-19.9427777,-43.963119,3671,8
BELO HORIZONTE,332,1228,ESCOLA AMERICANA DE BELO HORIZONTE,"AV. DEPUTADO CRISTOVÃO CHIARÁDIA, 120",PALMEIRAS,Convencional,-19.9358603,-43.9550562,3960,8
BELO HORIZONTE,332,1236,ESCOLA MUNICIPAL EFIGÊNIA VIDIGAL,"RUA CORONEL BERNARDINO, S/N",PALMEIRAS,Convencional,-19.9699948,-43.9825565,3138,7
BELO HORIZONTE,332,1252,COLÉGIO UNIMASTER,"RUA WALTER GUIMARÃES FIGUEIREDO, 152",BURITIS,Convencional,-19.969285,-43.9666917,3242,8
BELO HORIZONTE,332,1260,COLEGIO BATISTA MINEIRO - UNIDADE BURITIS,"RUA PAULO PIEDADE CAMPOS, 420",BURITIS,Convencional,-19.9656817,-43.9640703,5161,11
BELO HORIZONTE,332,1279,ESCOLA ESTADUAL NOSSA SENHORA APARECIDA,"RUA PAULO ARBEX, 25",JARDIM AMÉRICA,Convencional,-19.9508509,-43.9685396,1005,3
BELO HORIZONTE,332,1287,ESCOLA MUNICIPAL DEPUTADO  MILTON SALES - ENTRADA RUA SANTOS S/Nº,RUA SANTOS S/N,JARDIM AMÉRICA,Convencional,-19.9552637,-43.9691625,2572,6
BELO HORIZONTE,332,1295,COLEGIO BURITIS AGOSTINIANO (ANTIGO COLÉGIO MAGNUM),"RUA JI-PARANÁ, 75",BURITIS,Convencional,-19.9781127,-43.9637045,2389,5
BELO HORIZONTE,332,1309,ESCOLA TÉCNICA DE FORMAÇÃO GERENCIAL - SEBRAE,"RUA MARIA MACEDO, 998",NOVA GRANADA,Convencional,-19.9368073,-43.9714997,179,1
BELO HORIZONTE,332,1317,ESCOLA ESTADUAL DOUTOR SIMÃO TAMM BIAS FORTES,"RUA JOSÉ CAMBRAIA DO NASCIMENTO, S/N. - ESQUINA COM RUA MARIA BEATRIZ",HAVAÍ,Convencional,-19.9582289,-43.975777,253,1
BELO HORIZONTE,333,1015,ESCOLA MUNICIPAL DA VILA PINHO,"RUA COLETORA, 956",VILA PINHO (VALE DO JATOBÁ),Convencional,-20.0038246,-44.0234486,7398,16
BELO HORIZONTE,333,1023,ESCOLA ESTADUAL DR. AURINO MORAIS,"R.DOMICIO GABRIEL DE VASCONCELOS  , 230",VALE DO JATOBÁ,Convencional,-20.0097104,-44.0373526,8447,19
BELO HORIZONTE,333,1031,ESCOLA MUNICIPAL CÔNEGO SEQUEIRA,"RUA FLOR CHUVA DE PRATA   , 40",MINEIRÃO,Convencional,-20.023095,-44.0294734,6911,15
BELO HORIZONTE,333,1040,ESCOLA MUNICIPAL JONAS BARCELLOS CORRÊA,"RUA  PROFESSORA DIRCE MARIA, 240 (ANTIGA RUA 281)",PETRÓPOLIS (VALE DO JATOBÁ),Convencional,-20.0153222,-44.0298569,6268,14
BELO HORIZONTE,333,1058,ESCOLA DO SESI HAMLETO MAGNAVACCA,"AV. DELFINO FRANCISCO XAVIER, 100 (ANTIGA AV. PERIMETRAL II)",VALE DO JATOBÁ,Convencional,-20.0108844,-44.0338775,6205,13
BELO HORIZONTE,333,1066,ESCOLA ESTADUAL  ÁLVARO LAUREANO PIMENTEL,"RUA JOSÉ OVÍDIO GUERRA  , 280",CARDOSO - BARREIRO DE CIMA,Convencional,-20.0031272,-44.0076729,6730,17
BELO HORIZONTE,333,1074,ESCOLA ESTADUAL CELSO MACHADO,"RUA DONA LUISA  , 491",MILIONÁRIOS,Convencional,-19.9852574,-44.0050068,9172,20
BELO HORIZONTE,333,1082,ESCOLA ESTADUAL ENGENHEIRO FRANCISCO BICALHO,"AV. OLINTO MEIRELES   , 2632",SANTA CRUZ (BARREIRO DE CIMA),Convencional,-19.9930858,-44.0071451,7765,16
BELO HORIZONTE,333,1090,ESCOLA MUNICIPAL ANA ALVES TEIXEIRA,"RUA BARÃO DE MONTE ALTO , 300",CARDOSO - BARREIRO DE CIMA,Convencional,-19.9991345,-44.0066346,6803,16
BELO HORIZONTE,333,1104,ESCOLA MUNICIPAL PROFESSORA ISAURA SANTOS,"RUA HOFFMAN  , 80",SANTA CRUZ (BARREIRO DE CIMA),Convencional,-19.9895509,-44.0091831,8100,17
BELO HORIZONTE,333,1112,ESCOLA MUNICIPAL PEDRO ALEIXO,"AV.MENELICK DE CARVALHO   , 255",FLÁVIO MARQUES LISBOA,Convencional,-19.9940795,-44.0026348,9707,21
BELO HORIZONTE,333,1120,ESCOLA ESTADUAL DR JOSÉ DO PATROCÍNIO DA SILVA PONTES,"RUA DOS CRUZEIRENSES, 15",MILIONÁRIOS,Convencional,-19.9811893,-43.9994672,9900,21
BELO HORIZONTE,333,1139,ESCOLA ESTADUAL PROFESSORA MARIA BELMIRA TRINDADE,"RUA CLEMENTINA DE JESUS  , 99",BONSUCESSO,Convencional,-19.9894596,-43.9893023,8591,18
BELO HORIZONTE,333,1147,ESCOLA ESTADUAL DOMINGAS MARIA DE ALMEIDA,"RUA JOANICO CIRILO DE ABREU   , 285",INDEPENDÊNCIA,Convencional,-20.019486,-44.034142,5503,12
BELO HORIZONTE,333,1155,ESCOLA ESTADUAL JOSÉ MIGUEL DO NASCIMENTO,"R .MARIA BEATRIZ  , 90",NOVO DAS INDÚSTRIAS,Convencional,-19.9756114,-43.9954158,4593,10
BELO HORIZONTE,333,1163,ESCOLA MUNICIPAL LUIZ GONZAGA JÚNIOR,"RUA MARIA PEREIRA DAMASCENO  , 65",VALE DO JATOBÁ,Convencional,-20.0085855,-44.032442,5248,13
BELO HORIZONTE,333,1171,ESCOLA MUNICIPAL PEDRO NAVA,"RUA SÃO PEDRO DA ALDEIA, 45",PILAR,Convencional,-19.9994911,-43.9666609,5848,13
BELO HORIZONTE,333,1180,ESCOLA MUNICIPAL UNIÃO COMUNITÁRIA,"RUA PROFESSOR LUIZ BICALHO, S/N",BRASIL INDUSTRIAL,Convencional,-20.0004774,-44.0144479,5493,12
BELO HORIZONTE,333,1198,ESCOLA MUNICIPAL ANTÔNIO MOURÃO GUIMARÃES,"RUA INTERSINDICAL, 270",CARDOSO/URUCUIA,Convencional,-20.0017032,-44.002612,3721,9
BELO HORIZONTE,333,1210,ESCOLA MUNICIPAL CIAC LUCAS MONTEIRO MACHADO,RUA OTAVIANO DE CARVALHO 12,VILA PINHO (VALE DO JATOBÁ),Convencional,-19.9961084,-44.0309317,6005,13
BELO HORIZONTE,333,1228,ESCOLA MUNICIPAL PROFESSOR HILTON ROCHA,"RUA VICENTE SURETTE, 215",MANGUEIRAS (VALE DO JATOBÁ),Convencional,-20.0127859,-44.0374073,2151,5
BELO HORIZONTE,334,1015,ESCOLA MUNICIPAL ADAUTO LÚCIO CARDOSO,"RUA ERNESTO GAZZOLLI, S/N",CÉU AZUL,Convencional,-19.8163687,-43.9982019,7794,17
BELO HORIZONTE,334,1023,ESCOLA MUNICIPAL JOAQUIM DOS SANTOS,"RUA ANTÔNIO JOSÉ DOS SANTOS, 300",CÉU AZUL,Convencional,-19.8253254,-43.9960367,5940,14
BELO HORIZONTE,334,1031,ESCOLA MUNICIPAL PROFESSORA ONDINA NOBRE,"RUA RADIALISTA JOSÉ JUNQUILHO, 417",CÉU AZUL,Convencional,-19.8250874,-44.0041666,4596,10
BELO HORIZONTE,334,1040,ESCOLA MUNICIPAL CORA CORALINA,"RUA LISBOA, 54",COPACABANA,Convencional,-20.0234429,-44.04117,7479,16
BELO HORIZONTE,334,1058,ESCOLA MUNICIPAL  JOSÉ MADUREIRA HORTA,"RUA JOAQUIM RAYMUNDO BRAGA, 40",SANTA AMÉLIA,Convencional,-19.8358219,-43.9797461,7102,16
BELO HORIZONTE,334,1066,ESCOLA ESTADUAL SÍRIA MARQUES DA SILVA,"RUA INGLATERRA, 410",JARDIM LEBLON,Convencional,-19.8295823,-43.986893,8468,18
BELO HORIZONTE,334,1074,ESCOLA ESTADUAL MENINO JESUS DE PRAGA,"RUA JOSÉ SABINO MACIEL, 290",LAGOA,Convencional,-19.8105056,-44.0001046,6034,14
BELO HORIZONTE,334,1082,ESCOLA ESTADUAL MARIA CAROLINA CAMPOS,"RUA LARANJEIRAS, 30",LEBLON,Convencional,-19.8044189,-43.992345,5775,13
