NM_MUNICIPIO,NR_ZONA,NR_LOCAL_VOTACAO,NM_LOCAL_VOTACAO,DS_ENDERECO,NM_BAIRRO,DS_TIPO_LOCAL,NR_LATITUDE,NR_LONGITUDE,QT_ELEITORES,QT_SECOES
BELO HORIZONTE,28,1910,E. E. ENG. SILVIO FONSECA,"RUA SIMAO PEREIRA   ,60",NOVA VISTA,Convencional,-19.8876759,-43.8988419,4181,10
BELO HORIZONTE,28,1929,E. E. PAULO DAS GRAÇAS DA SILVA,"RUA SILVA REIS, 80",NOVA VISTA,Convencional,-19.8887411,-43.8961378,5505,13
BELO HORIZONTE,28,1937,E. M.  WLADIMIR DE PAULA GOMES,"RUA UARIRA,  350",CAETANO FURQUIM,Convencional,-19.8997834,-43.8904693,6255,15
BELO HORIZONTE,28,1945,E. E.  WALT DISNEY,"RUA RAUL DE BRITO   ,13",CASA BRANCA,Convencional,-19.895244,-43.8885426,4364,10
BELO HORIZONTE,28,1953,E. M. MONS. JOAO RODRIGUES DE OLIVEIRA,"RUA ARAPARI, 95",SÃO GERALDO,Convencional,-19.8982309,-43.8971819,6058,14
BELO HORIZONTE,28,1961,E. M. DOUTOR JULIO SOARES,"RUA SÃO VICENTE, 200",GRANJA DE FREITAS,Convencional,-19.9075913,-43.8832242,2949,7
BELO HORIZONTE,28,1970,ESCOLA ESTADUAL JÚLIA LOPES DE ALMEIDA - DEFICIENTES,"RUA PADRE JULIO MARIA, 177",SAUDADE,Convencional,-19.9169484,-43.9004534,181,1
BELO HORIZONTE,29,1015,COLÉGIO PADRE EUSTÁQUIO,"RUA CESARIO ALVIM, 810",PADRE EUSTÁQUIO,Convencional,-19.9153799,-43.9743557,8031,18
BELO HORIZONTE,29,1023,ESCOLA ESTADUAL CRISTIANO MACHADO,"RUA FRANCISCO BICALHO  , 71 ",PADRE EUSTÁQUIO,Convencional,-19.9228156,-43.977527,3214,10
BELO HORIZONTE,29,1031,ESCOLA ESTADUAL PEDRO DUTRA,"RUA HUMAITÁ, 1094",PADRE EUSTÁQUIO,Convencional,-19.9206742,-43.9826496,2017,5
BELO HORIZONTE,29,1040,PARÓQUIA PADRE EUSTÁQUIO,"RUA PADRE EUSTÁQUIO, 2355",PADRE EUSTÁQUIO,Convencional,-19.9153035,-43.974611,3422,8
BELO HORIZONTE,29,1066,ESCOLA ESTADUAL DES. MÁRIO GONÇALVES DE MATOS,"PRAÇA CAPELA NOVA, 20",MINAS BRASIL,Convencional,-19.9160303,-43.9920708,3279,7
BELO HORIZONTE,29,1074,ESCOLA ESTADUAL ASSIS DAS CHAGAS,"PRACA DA COMUNIDADE   ,165",DOM CABRAL,Convencional,-19.9226147,-43.998679,2990,7
BELO HORIZONTE,29,1082,CRECHE BOM PASTOR,"PRACA DA COMUNIDADE, 94",DOM CABRAL,Convencional,-19.9228792,-43.998341,1612,4
BELO HORIZONTE,29,1112,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,"AV. DOM JOSÉ GASPAR, 500",CORACAO EUCARISTICO,Convencional,-19.9227443,-43.991477,8318,19
BELO HORIZONTE,29,1201,ESCOLA ESTADUAL PROFESSOR CLÓVIS SALGADO,"AV. DAS CASTANHOLAS  ,80",CONJUNTO CALIFORNIA,Convencional,-19.9234674,-44.009833,7744,16
BELO HORIZONTE,29,1252,ESCOLA MUNICIPAL MARIA DE REZENDE COSTA,"AV. ABILIO MACHADO,1009",GLÓRIA,Convencional,-19.9064509,-43.9998627,3386,7
BELO HORIZONTE,29,1279,ESCOLA ESTADUAL GUIMARÃES ROSA,"RUA AVELAR   ,10",PINDORAMA,Convencional,-19.9116757,-44.0221132,5364,11
BELO HORIZONTE,29,1287,ESCOLA ESTADUAL LUCAS MONTEIRO MACHADO,"RUA GUARARAPES, 1800",PINDORAMA,Convencional,-19.909765,-44.0204731,4800,11
BELO HORIZONTE,29,1295,ESCOLA ESTADUAL LAICE AGUIAR,"RUA MARIA DA SILVEIRA   ,44",GLÓRIA,Convencional,-19.9079756,-44.0055884,5208,11
BELO HORIZONTE,29,1309,ESCOLA ESTADUAL PADRE MATIAS,"RUA CELIA COSTA, 31",GLÓRIA,Convencional,-19.9028432,-44.0067834,6120,13
BELO HORIZONTE,29,1317,ESCOLA ESTADUAL MARIETA BROCHADO,"AV. ABILIO MACHADO, 2085",GLÓRIA,Convencional,-19.897421,-44.007569,1851,6
BELO HORIZONTE,29,1325,ESCOLA ESTADUAL SÃO SALVADOR,"AV. AMINTAS JACQUES DE MORAES  , 85",GLÓRIA,Convencional,-19.8954017,-44.011546,3712,8
BELO HORIZONTE,29,1333,ESCOLA MUNICIPAL AUGUSTA MEDEIROS,"RUA GENERAL CLARK   ,28",SÃO SALVADOR,Convencional,-19.8911984,-44.0149179,2469,5
BELO HORIZONTE,29,1341,ESCOLA MUNICIPAL PADRE EDEIMAR MASSOTE,"RUA ENEIDA, 1485",COQUEIROS,Convencional,-19.8984025,-44.02162,4896,11
BELO HORIZONTE,29,1350,ESCOLA MUNICIPAL DOM JAIME BARROS CÂMARA,"RUA FREDERICO BRACHER JUNIOR   ,123",CARLOS PRATES,Convencional,-19.9153308,-43.967981,2542,8
BELO HORIZONTE,29,1384,ESCOLA ESTADUAL PROFESSORA MARIA AUXILIADORA LANNA,"RUA RUTILO  ,31",PINDORAMA,Convencional,-19.909441,-44.0220539,3423,9
BELO HORIZONTE,29,1392,ESCOLA ESTADUAL OLIVIA PINTO DE CASTRO LEITE,"RUA GUACIRA, 92",PINDORAMA,Convencional,-19.9079075,-44.0193014,2776,6
BELO HORIZONTE,29,1406,CENTRO EDUCACIONAL MINEIRO,"AV. ABILIO MACHADO  , 4020",SÃO SALVADOR,Convencional,-19.8924882,-44.0095923,3116,9
BELO HORIZONTE,29,1422,ESCOLA MUNICIPAL LUIGI  TONIOLO,"RUA MAFRA, 124",GLÓRIA,Convencional,-19.902202,-44.017308,3917,8
BELO HORIZONTE,29,1430,ESCOLA MUNICIPAL DOM BOSCO,"RUA BICUÍBA, 100",DOM BOSCO,Convencional,-19.916888,-43.9999561,7508,17
BELO HORIZONTE,30,1031,ESCOLA MUNICIPAL DE BELO HORIZONTE,"AV. JOSÉ BONIFÁCIO, 189",SÃO CRISTÓVÃO,Convencional,-19.9034156,-43.94733,6077,17
BELO HORIZONTE,30,1074,SENAI- SERVIÇO NACIONAL DE APRENDIZAGEM INDUSTRIAL  MG,"AVENIDA PRESIDENTE ANTÔNIO CARLOS, 561",LAGOINHA,Convencional,-19.9067545,-43.9442563,2588,8
BELO HORIZONTE,30,1104,CENTRO DE ATIVIDADES DO SESC/ MG,"RUA SANTA QUITÉRIA, 566",CARLOS PRATES,Convencional,-19.9141888,-43.9653186,1170,3
BELO HORIZONTE,30,1112,COLÉGIO SAGRADA FAMÍLIA,"AVENIDA PRESIDENTE CARLOS LUZ, 535",CAIÇARA,Convencional,-19.9027929,-43.9663524,6206,19
BELO HORIZONTE,30,1120,COLEGUIUM UNIDADE CARLOS PRATES,"RUA TRÊS PONTAS, 605",CARLOS PRATES,Convencional,-19.9111219,-43.960451,5489,16
BELO HORIZONTE,30,1139,COLÉGIO PITÁGORAS - UNIDADE CARLOS PRATES (ANTIGO PEDRO II),"RUA AREADO, 437",CARLOS PRATES,Convencional,-19.9094906,-43.9636745,1269,4
BELO HORIZONTE,30,1155,ESCOLA ESTADUAL LÚCIO DOS SANTOS,"RUA PADRE EUSTÁQUIO, 16",CARLOS PRATES,Convencional,-19.9149578,-43.9541859,5003,13
BELO HORIZONTE,30,1163,ESCOLA ESTADUAL MELO VIANA,"RUA BOM SUCESSO, 345",CARLOS PRATES,Convencional,-19.912698,-43.964585,1492,5
BELO HORIZONTE,30,1171,ESCOLA MUNICIPAL MONSENHOR ARTUR DE OLIVEIRA,"RUA FORNACIARI, 157",CAIÇARA,Convencional,-19.9061425,-43.9650799,2013,5
BELO HORIZONTE,30,1201,INSTITUTO CULTURAL NEWTON PAIVA FERREIRA,"AVENIDA PRESIDENTE CARLOS LUZ, 220",CAIÇARA,Convencional,-19.9059281,-43.9635312,6240,15
BELO HORIZONTE,30,1210,ESCOLA ESTADUAL CAIO NELSON DE SENA,"RUA ENGENHO DE DENTRO, 887",ALTO CAIÇARAS,Convencional,-19.9015307,-43.9712159,4122,10
BELO HORIZONTE,30,1228,ESCOLA ESTADUAL FRANCISCO BRANT,"AV ANTÔNIO PEIXOTO GUIMARÃES, 165",CAIÇARA,Convencional,-19.9113867,-43.9746271,6311,14
BELO HORIZONTE,30,1236,ESCOLA ESTADUAL PADRE EUSTÁQUIO,"RUA CESÁRIO ALVIM, 927",PADRE EUSTÁQUIO,Convencional,-19.9143973,-43.9746271,5632,14
BELO HORIZONTE,30,1260,ESCOLA ESTADUAL ELISEU LABORNE E VALE,AV. PANDIÁ CALÓGERAS C/ ALÍPIO DE MELO,JARDIM MONTANHÊS,Convencional,-19.9056203,-43.9836473,3736,10
BELO HORIZONTE,30,1279,ESCOLA ESTADUAL PROFESSOR MORAIS,"RUA CORNÉLIO CERQUEIRA, 475",PADRE EUSTÁQUIO,Convencional,-19.9130059,-43.9878607,3590,11
BELO HORIZONTE,30,1287,ESCOLA ESTADUAL SILVIANO BRANDÃO,"RUA ITAPECERICA, 685",LAGOINHA,Convencional,-19.9076514,-43.9453563,4527,18
BELO HORIZONTE,30,1309,ESCOLA ESTADUAL TOMÁS BRANDÃO,"PRACA BOM JESUS, 134",BOM JESUS,Convencional,-19.8965855,-43.954924,5268,15
BELO HORIZONTE,30,1325,ESCOLA MUNICIPAL HONORINA DE BARROS,CONJUNTO IAPI  - PRAÇA  PROF. CORREA NETO S/N,SÃO CRISTÓVÃO,Convencional,-19.9015885,-43.946636,2495,7
BELO HORIZONTE,30,1350,ESCOLA ESTADUAL PROF. RICARDO DE SOUZA CRUZ,"RUA GONÇALO LAÇO, 120",SANTO ANDRÉ,Convencional,-19.9028542,-43.9591554,4744,13
BELO HORIZONTE,30,1368,ESCOLA ESTADUAL SANTOS ANJOS,"RUA CATUMBI, 421",CAIÇARA,Convencional,-19.9035285,-43.964821,4218,12
BELO HORIZONTE,30,1376,ESCOLA MUNICIPAL ARTHUR GUIMARÃES,"AVENIDA AMÉRICO VESPÚCIO,  1610",NOVA ESPERANÇA,Convencional,-19.8981395,-43.9615885,3202,8
BELO HORIZONTE,30,1392,AMCNB - ASSOCIAÇÃO MINEIRA DE CULTURA NIPO-BRASILEIRA,"RUA DOM LOURENÇO DE ALMEIDA, 535",NOVA CACHOEIRINHA,Convencional,-19.8842203,-43.95579,1015,3
BELO HORIZONTE,30,1406,ESCOLA ESTADUAL PROF. ALCINDO VIEIRA,"PRAÇA BERNARDO DA VEIGA, S/N",ERMELINDA,Convencional,-19.8832251,-43.958694,4338,10
BELO HORIZONTE,30,1414,ESCOLA MUNICIPAL PROF. CLÁUDIO BRANDÃO,"RUA CANTAGALO, 1147",APARECIDA,Convencional,-19.8900844,-43.952599,2483,7
BELO HORIZONTE,30,1422,ESCOLA MUNICIPAL NOSSA SENHORA DO AMPARO,"RUA HESPÉRIA, 300",APARECIDA,Convencional,-19.8894651,-43.9510696,2853,8
BELO HORIZONTE,30,1449,ESCOLA ESTADUAL PRINCESA ISABEL,"RUA SANTA JUDITH, 565",APARECIDA,Convencional,-19.8891695,-43.960307,6465,16
BELO HORIZONTE,30,1457,ESCOLA MUNICIPAL CORNÉLIO VAZ DE MELO,"RUA LEOPOLDINO DE OLIVEIRA,  231",APARECIDA,Convencional,-19.8945904,-43.9578519,2319,5
BELO HORIZONTE,30,1473,ESCOLA CONSTRUIR,"RUA VANDER RODRIGUES DE LIMA, 200",ALTO CAIÇARAS,Convencional,-19.9020118,-43.9792602,238,1
BELO HORIZONTE,31,1015,ESCOLA ESTADUAL PROFESSOR ALISSON PEREIRA GUIMARAES (POLIVALENTE),"RUA DOS ECONOMISTAS   , 612",ALÍPIO DE MELO,Convencional,-19.8888272,-44.005171,7749,20
BELO HORIZONTE,31,1023,ESCOLA MUNICIPAL JÚLIA PARAÍSO,RUA TIÊS ESQUINA COM LEONIL PRATA SN,ALÍPIO DE MELO,Convencional,-19.895883,-44.00605,5342,16
BELO HORIZONTE,31,1031,ESCOLA ESTADUAL MADRE CARMELITA,"AV. ANTÔNIO FRANCISCO LISBOA, 500",BANDEIRANTES (PAMPULHA),Convencional,-19.8581152,-44.0027,5361,12
BELO HORIZONTE,31,1058,COLÉGIO BATISTA MINEIRO - UNIDADE CASTELO,"AV. HERÁCLITO MOURÃO DE MIRANDA, 2930 (ANTIGA AV. ATLÂNTIDA)",CASTELO,Convencional,-19.8713792,-43.998527,3913,10
BELO HORIZONTE,31,1082,ESCOLA ESTADUAL JORNALISTA JORGE PAES SARDINHA,"RUA FRANCISCA SANTOS ANASTÁSIA, 990",JARDIM ALVORADA,Convencional,-19.8906375,-43.991228,4255,9
BELO HORIZONTE,31,1090,ESCOLA ESTADUAL GUIA LOPES,"RUA BARÃO DE CAMARGOS  , 88",JARDIM INCONFIDÊNCIA,Convencional,-19.9086302,-43.994645,5005,11
BELO HORIZONTE,31,1104,ESCOLA MUNICIPAL MARIA DE MAGALHÃES PINTO,"RUA SENADOR VIRGÍLIO TAVARA, 155",ITATIAIA/SANTA TEREZINHA,Convencional,-19.8750859,-44.006344,6877,14
BELO HORIZONTE,31,1112,ESCOLA ESTADUAL BENVINDA DE CARVALHO,"RUA FLOR DAS COBRAS, 100",JARDIM ALVORADA,Convencional,-19.9023137,-43.985635,5992,13
BELO HORIZONTE,31,1120,ESCOLA ESTADUAL DEPUTADO MANOEL COSTA,"RUA HORÁCIO TERENA GUIMARÃES, 495",TREVO,Convencional,-19.8262617,-44.009516,4787,10
BELO HORIZONTE,31,1139,ESCOLA ESTADUAL FRANCISCO MENEZES FILHO,"RUA JOÃO ANTÔNIO CARDOSO  , 318",OURO PRETO,Convencional,-19.8735755,-43.982994,5868,12
BELO HORIZONTE,31,1147,ESCOLA MUNICIPAL CARMELITA CARVALHO GARCIA,"RUA ALUÍZIO DAVIS, 53",OURO PRETO,Convencional,-19.885674,-43.987043,4097,9
BELO HORIZONTE,31,1171,COLÉGIO SANTA MARCELINA,ALAMEDA DAS FALCATAS 505,SÃO LUIZ (PAMPULHA),Convencional,-19.8577142,-43.966498,5008,11
BELO HORIZONTE,31,1180,ESCOLA MUNICIPAL DOM ORIONE,"AV EXPEDICIONÁRIO BENVINDO BELÉM DE LIMA, 500",OURO PRETO,Convencional,-19.8677201,-43.978664,7311,16
BELO HORIZONTE,31,1201,ESCOLA MUNICIPAL FRANCISCA ALVES,"AV. SANTA TEREZINHA  , S/N",ITATIAIA/SANTA TEREZINHA,Convencional,-19.8679603,-43.996862,4424,12
BELO HORIZONTE,31,1236,COLÉGIO ADVENTISTA DE BELO HORIZONTE,"RUA AVEIRO, 367",SÃO FRANCISCO,Convencional,-19.8786345,-43.961055,1346,6
BELO HORIZONTE,31,1244,ESCOLA ESTADUAL PROFESSOR AFFONSO NEVES,"RUA GUIMARÃES, 900",SÃO FRANCISCO,Convencional,-19.880319,-43.961042,1694,7
BELO HORIZONTE,31,1260,ESCOLA ESTADUAL EUZÉBIO DIAS BICALHO,"AV. SERRANA, 75",SERRANO,Convencional,-19.8847557,-44.012713,4035,11
BELO HORIZONTE,31,1279,ESCOLA MUNICIPAL PROFESSORA ALICE NACIF,"RUA EXP. PAULO DE SOUZA, 721",URCA/SERRANO,Convencional,-19.8670444,-44.015599,8219,18
BELO HORIZONTE,31,1287,ESCOLA ESTADUAL URSULINA DE ANDRADE MELO,"RUA FLOR DE VIDRO, 251",JARDIM ALVORADA,Convencional,-19.8993304,-43.991073,3706,8
BELO HORIZONTE,31,1295,ESCOLA MUNICIPAL IGNÁCIO DE ANDRADE MELO,"RUA VIOLETA DE MELO, 988",JARDIM INCONFIDÊNCIA,Convencional,-19.9006248,-43.9981,4076,12
BELO HORIZONTE,31,1309,ESCOLA MUNICIPAL SANTA TEREZINHA,"RUA CONCEIÇÃO APARECIDA, 400",ITATIAIA/SANTA TEREZINHA,Convencional,-19.8710685,-44.001177,7155,16
BELO HORIZONTE,31,1325,COLEGUIUM - UNIDADE OURO PRETO,"RUA CARLOS FREDERICO CAMPOS, 630",OURO PRETO,Convencional,-19.8736389,-43.979491,5631,12
BELO HORIZONTE,31,1333,COLEGUIUM - UNIDADE ALÍPIO DE MELO,"RUA DOS ECONOMISTAS, 75 - ALÍPIO DE MELO",ALÍPIO DE MELO,Convencional,-19.8927946,-44.001558,5944,13
BELO HORIZONTE,31,1341,CENTRO DE APOIO COMUNITÁRIO - CAC,"RUA FLOR DAS COBRAS, 10",JARDIM ALVORADA,Convencional,-19.9031342,-43.986244,795,2
BELO HORIZONTE,31,1350,COLEGUIUM - UNIDADE CASTELO,"RUA CASTELO DE GUIMARÃES, 615",CASTELO,Convencional,-19.8809837,-43.999504,3359,9
