NR_ZONA;NR_LOCAL_VOTACAO;NM_LOCAL_VOTACAO;DS_LOCAL_VOTACAO_ENDERECO;QT_VOTOS_NOMINAIS;QT_VOTOS_LOHANNA
332;1171;ESCOLA MUNICIPAL PREFEITO AMINTHAS DE BARROS;RUA SAN SALVADOR, 71;5020;34
332;1180;COLÉGIO SANTA MARIA - UNIDADE NOVA SUIÇA (ANTIGO COLÉGIO SANTANA);RUA LINDOLFO DE AZEVEDO , 345;4331;45
332;1198;UNI/BH;AV. PROFESSOR MÁRIO WERNECK , 1685;6536;90
332;1201;ESCOLA MUNICIPAL HUGO WERNECK;RUA OSCAR TROMPOWSKY   ,1372;2099;14
332;1228;ESCOLA AMERICANA DE BELO HORIZONTE;AV. DEPUTADO CRISTOVÃO CHIARÁDIA, 120;2771;18
332;1236;ESCOLA MUNICIPAL EFIGÊNIA VIDIGAL;RUA CORONEL BERNARDINO, S/N;1928;9
332;1252;COLÉGIO UNIMASTER;RUA WALTER GUIMARÃES FIGUEIREDO, 152;2402;45
332;1260;COLEGIO BATISTA MINEIRO - UNIDADE BURITIS;RUA PAULO PIEDADE CAMPOS, 420;3171;50
332;1279;ESCOLA ESTADUAL NOSSA SENHORA APARECIDA;RUA PAULO ARBEX, 25;572;6
332;1287;ESCOLA MUNICIPAL DEPUTADO  MILTON SALES - ENTRADA RUA SANTOS S/Nº;RUA SANTOS S/N;1544;7
332;1295;COLEGIO MAGNUM - UNIDADE BURITIS;RUA JI-PARANÁ, 75;1600;44
333;1015;ESCOLA MUNICIPAL DA VILA PINHO;RUA COLETORA, 956;4351;6
333;1023;ESCOLA ESTADUAL DR. AURINO MORAIS;R.DOMICIO GABRIEL DE VASCONCELOS  , 230;5050;29
333;1031;ESCOLA MUNICIPAL CÔNEGO SEQUEIRA;RUA FLOR CHUVA DE PRATA   , 40;4058;21
333;1040;ESCOLA MUNICIPAL JONAS BARCELLOS CORRÊA;RUA  PROFESSORA DIRCE MARIA, 240 (ANTIGA RUA 281);3455;8
333;1058;ESCOLA DO SESI HAMLETO MAGNAVACCA;AV. DELFINO FRANCISCO XAVIER, 100 (ANTIGA AV. PERIMETRAL II);3714;18
333;1066;ESCOLA ESTADUAL  ÁLVARO LAUREANO PIMENTEL;RUA JOSÉ OVÍDIO GUERRA  , 280;4142;16
333;1074;ESCOLA ESTADUAL CELSO MACHADO;RUA DONA LUISA  , 491;5972;60
333;1082;ESCOLA ESTADUAL ENGENHEIRO FRANCISCO BICALHO;AV. OLINTO MEIRELES   , 2632;4607;34
333;1090;ESCOLA MUNICIPAL ANA ALVES TEIXEIRA;RUA BARÃO DE MONTE ALTO , 300;4177;17
333;1104;ESCOLA MUNICIPAL PROFESSORA ISAURA SANTOS;RUA HOFFMAN  , 80;4936;38
333;1112;ESCOLA MUNICIPAL PEDRO ALEIXO;AV.MENELICK DE CARVALHO   , 255;5495;25
333;1120;ESCOLA ESTADUAL DR JOSÉ DO PATROCÍNIO DA SILVA PONTES;RUA DOS CRUZEIRENSES, 15;5882;33
333;1139;ESCOLA ESTADUAL PROFESSORA MARIA BELMIRA TRINDADE;RUA CLEMENTINA DE JESUS  , 99;5020;7
333;1147;ESCOLA ESTADUAL DOMINGAS MARIA DE ALMEIDA;RUA JOANICO CIRILO DE ABREU   , 285;3127;12
333;1155;ESCOLA ESTADUAL JOSÉ MIGUEL DO NASCIMENTO;R .MARIA BEATRIZ  , 90;2733;8
333;1163;ESCOLA MUNICIPAL LUIZ GONZAGA JÚNIOR;RUA MARIA PEREIRA DAMASCENO  , 65;3455;14
333;1171;ESCOLA MUNICIPAL PEDRO NAVA;RUA SÃO PEDRO DA ALDEIA, 45;3203;11
333;1180;ESCOLA MUNICIPAL UNIÃO COMUNITÁRIA;RUA PROFESSOR LUIZ BICALHO, S/N;3299;18
333;1198;ESCOLA MUNICIPAL ANTÔNIO MOURÃO GUIMARÃES;RUA INTERSINDICAL, 270;2358;15
333;1210;ESCOLA MUNICIPAL EDITH PIMENTA DA VEIGA;ALAMEDA VARGEM GRANDE, 38;2953;10
333;1228;ESCOLA MUNICIPAL PROFESSOR HILTON ROCHA;RUA VICENTE SURETTE, 215;1280;8
334;1015;ESCOLA MUNICIPAL ADAUTO LÚCIO CARDOSO;RUA ERNESTO GAZZOLLI, S/N;4690;20
334;1023;ESCOLA MUNICIPAL JOAQUIM DOS SANTOS;RUA ANTÔNIO JOSÉ DOS SANTOS, 300;3687;8
334;1031;ESCOLA MUNICIPAL PROFESSORA ONDINA NOBRE;RUA RADIALISTA JOSÉ JUNQUILHO, 417;2795;11
334;1040;ESCOLA MUNICIPAL CORA CORALINA;RUA LISBOA, 54;4514;35
334;1058;ESCOLA MUNICIPAL  JOSÉ MADUREIRA HORTA;RUA JOAQUIM RAYMUNDO BRAGA, 40;4723;25
334;1066;ESCOLA ESTADUAL SÍRIA MARQUES DA SILVA;RUA INGLATERRA, 410;4947;31
334;1074;ESCOLA ESTADUAL MENINO JESUS DE PRAGA;RUA JOSÉ SABINO MACIEL, 290;3618;15
334;1082;ESCOLA ESTADUAL MARIA CAROLINA CAMPOS;RUA LARANJEIRAS, 30;3538;14
334;1090;ESCOLA MUNICIPAL ELISA BUZELIN;RUA JAIR AFONSO INÁCIO, 277;2445;15
334;1104;ESCOLA ESTADUAL JOSÉ HEILBUTH GONÇALVES;AV. DOM PEDRO I, 527;4229;34
334;1112;ESCOLA ESTADUAL ARI DA FRANCA;AV. MIN. OLIVEIRA SALAZAR, 1057;6538;49
334;1120;ESCOLA ESTADUAL BATISTA SANTIAGO;RUA CLÉBER SOARES DE ANDRADE, 330;2782;16
334;1139;ESCOLA ESTADUAL JOÃO CÂMARA;PRAÇA JOÃO VIANNA, 142;3437;15
334;1147;ESCOLA MUNICIPAL GERALDO TEIXEIRA DA COSTA;RUA MÁRCIO LIMA PAIXÃO, 8;4080;18
334;1163;ESCOLA  DE ENGENHARIA KENNEDY;RUA JOSÉ DIAS VIEIRA, 46;2615;20
334;1171;ESCOLA ESTADUAL SÃO PEDRO E SÃO PAULO;RUA ESTELA, 22;3805;24
334;1180;ESCOLA ESTADUAL AFRÂNIO DE MELO FRANCO;RUA DOS COMANCHES, 678;2660;17
334;1198;ESCOLA MUNICIPAL PROFESSOR AMÍLCAR MARTINS;RUA PRELÚDIO, 54;3217;25
334;1201;ESCOLA ESTADUAL  ADIR ANDRADE ALBANO;RUA RAIMUNDO GONÇALVES FIGUEIREDO, 85;1667;6
334;1210;ESCOLA MUNICIPAL VICENTE GUIMARÃES;RUA ISAURA PEREIRA ALMEIDA, 110;1837;19
334;1228;ESCOLA MUNICIPAL CÔNEGO RAIMUNDO TRINDADE;RUA BRODOSQUI, 51;3247;16
334;1236;ESCOLA COLEGUIUM;RUA DAS CANÁRIAS, 2.171;4515;60
334;1244;EMEI VEREADOR ANTONIO MENEZES;RUA  CARLOS TORREZANI, 190;1714;6
334;1252;ESCOLA ESTADUAL PROFESSOR AGNELO CORREA VIANA;RUA MÉXICO, 900;3346;37
334;1279;ESCOLA MUNICIPAL PRESIDENTE TANCREDO NEVES;RUA RADIALISTA JOAQUIM DA FONSECA, 45;1704;4
34;1015;ESCOLA MUNDO FELIZ;RUA MARECHAL HERMES  , 895;2305;27
34;1023;PAROQUIA SANTISSIMA TRINDADE;PRACA LEONARDO GUTIERREZ  , 125;1779;17
34;1031;ESCOLA MUNICIPAL MAGALHAES DRUMOND;RUA CONTENDAS  , 63;1890;9
34;1040;SALAO PAROQUIAL SANTISSIMA TRINDADE;PRACA LEONARDO GUTIERREZ, 125;208;3
34;1074;ESCOLA SANTO TOMAS DE AQUINO (SALÃO PAROQUIAL SÃO BENTO EM REFORMA);RUA PROFESSOR JOSE RENAULT S/N;772;1
34;1120;COLEGIO LOYOLA;AVENIDA CONTORNO  , 7919;3494;49
34;1139;OBRAS SOCIAIS PAVONIANAS - PE AGNALDO;RUA DIAS TOLEDO 99;5210;41
34;1147;COLEGIO SAO PAULO;RUA EDUARDO PORTO   ,488;2705;19
34;1210;ESCOLA MUNICIPAL MESTRE PARANHOS;RUA ALCIDA TORRES  20;1177;2
34;1228;COLEGIO TECNICO DE ELETRONICA DE MINAS GERAIS - COTEMIG;RUA SANTA CRUZ, 546;3361;28
34;1295;ESCOLA MUNICIPAL MARCONI;AVENIDA CONTORNO   ,8476;3270;34
34;1309;COLEGIO SANTO AGOSTINHO - UNIDADE GUTIERREZ;RUA DANIEL DE CARVALHO   ,1424;4059;58
34;1376;INSTITUTO DA CRIANCA;RUA LAPLACE    ,155;3501;26
34;1414;ESCOLA MUNICIPAL JOAO PESSOA;RUA CONGONHAS, 639;2439;21
34;1422;ESCOLA ESTADUAL LEOPOLDO DE MIRANDA;RUA BARAO DE MACAUBAS   ,449;1635;18
34;1457;ESCOLA MUNICIPAL CAIO LÍBANO SOARES;RUA CARANGOLA   ,288;3974;20
34;1490;INSTITUTO PADRE MACHADO;AVENIDA DO CONTORNO   , 6475;2206;17
34;1503;ESCOLA SANTO TOMAS DE AQUINO;RUA PROFESSOR CANDIDO HOLANDA  ,165;3951;24
34;1511;COLEGIO MARISTA DOM SILVERIO;RUA LAVRAS  , 225;5011;37
34;1520;ESCOLA MUNICIPAL ULISSES GUIMARAES;RUA BOLIVIA, 532;2073;34
34;1554;ESCOLA ESTADUAL PROFº JOSÉ MESQUITA DE CARVALHO;R. IRAÍ 154;4300;29
34;1635;ESCOLA ESTADUAL DONA AUGUSTA GONCALVES NOGUEIRA;COPERNICO PINTO COELHO  ,13;2771;3
34;1660;COLEGIO SANTA DOROTEIA;RUA CHICAGO, 240;7332;71
34;1678;COLEGIO EDNA RORIZ;AVENIDA  PROFESSOR CRISTOVAN DOS SANTOS , 383;3106;11
34;1686;ESCOLA MUNICIPAL BENJAMIN JACOB;RUA VENEZUELA 643;1246;9
34;1694;TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS;AV. RAJA GABAGLIA, 1315;1030;5
34;1708;SALÃO PAROQUIAL SANTO INÁCIO DE LOYOLA;RUA TENENTE RENATO CESAR 53;542;2
34;1716;FUNDAÇÃO TORINO;RUA JORNALISTA DJALMA ANDRADE, 1300;1508;16
35;1023;COLÉGIO MANGABEIRAS/BALÃO VERMELHO;RUA PROFESSOR DJALMA GUIMARÃES, 140;2290;16
35;1066;ESCOLA ESTADUAL PRESIDENTE ANTONIO CARLOS;RUA PASSA TEMPO, 600;2753;21
35;1120;COLÉGIO ARNALDO UNIDADE ANCHIETA;RUA VITÓRIO MARÇOLA, 360;6802;64
35;1147;UNIVERSIDADE FUMEC;RUA COBRE, 200;4239;37
35;1180;UTRAMIG;AVENIDA AFONSO PENA, 3400;1744;15
35;1236;COLÉGIO SAGRADO CORAÇÃO DE MARIA;RUA PROF. ESTEVÃO PINTO, 400;6667;62
35;1244;ESCOLA ESTADUAL DONA ARGENTINA VIANNA CASTELLO BRANCO;RUA ORIENTE, 758;1155;4
35;1252;ESCOLA ESTADUAL AUGUSTO DE LIMA;AVENIDA DO CONTORNO  , 4947;2135;5
35;1279;ESCOLA ESTADUAL LAURA DAS CHAGAS FERREIRA;RUA SACRAMENTO   , 54;2145;5
35;1287;ESCOLA ESTADUAL PROFESSOR PEDRO ALEIXO;AVENIDA BANDEIRANTES   , 2300;3309;10
35;1309;ESCOLA MUNICIPAL SENADOR LEVINDO COELHO;RUA CARAÇA,  910;3532;8
35;1325;ESCOLA THEODOR HERZL;RUA CARAÇA, 15;1311;5
35;1333;ESCOLA ESTADUAL ARTUR JOVIANO;RUA EUCLÁSIO, 201;2820;14
35;1350;ESCOLA MUNICIPAL MARIA DAS NEVES;RUA PIRANGA    , 39;2395;6
35;1376;ESCOLA MUNICIPAL SANTOS DUMONT;AV. MEM DE SÁ, 600;6993;23
35;1392;ESCOLA ESTADUAL JOÃO ALPHONSUS;RUA DR MICAELLI, 680;2338;8
35;1406;ESCOLA MUNICIPAL LEVINDO LOPES;RUA FLUORINA    , 1460;2330;17
35;1414;ESCOLA LÚCIA CASASANTA;RUA RIO VERDE, 379;2946;19
35;1430;ESCOLA ESTADUAL HENRIQUE DINIZ;RUA TENENTE ANASTÁCIO DE  MOURA   , 280;2315;15
35;1449;SALÃO PAROQUIAL SANTA LUZIA;RUA JOÃO GOMES, 157;1883;10
35;1465;ESCOLA MUNICIPAL THEOMAR DE CASTRO ESPÍNDOLA;RUA MICA, 144;1399;7
35;1473;ESCOLA MUNICIPAL PADRE GUILHERME PETERS;RUA CORONEL JORGE DÁRIO, 560;1515;5
35;1481;ESCOLA DA SERRA;RUA DO OURO, 1900;2714;14
35;1490;CRECHE CASA DA CRIANÇA;RUA CARLOS ETIENE DE CASTRO, 33;943;0
35;1503;ESCOLA MUNICIPAL VILA FAZENDINHA;RUA PAULO DE SOUZA, 51;819;1
35;1511;INSTITUTO BH FUTURO (CRIANÇA ESPERANÇA);RUA DESEMBARGADOR MÁRIO MATOS, 576;1142;0
36;1015;ESCOLA ESTADUAL CARMO GIFFONI;RUA DO COLAR, 85;2795;11
36;1023;ESCOLA ESTADUAL DIVINA PROVIDÊNCIA;RUA PROFESSORA RUTH PINA, 381;2965;15
36;1031;ESCOLA ESTADUAL GENERAL CARLOS LUIS GUEDES;RUA TIRADENTES, 1153;1386;13
36;1040;ESCOLA ESTADUAL JOÃO PAULO I;RUA TRÊS, 71;2504;11
36;1058;ESCOLA ESTADUAL MINISTRO ALFREDO DE VILHENA VALADÃO;RUA  SÔNIA MORAIS RANGEL, 111;3214;16
36;1066;ESCOLA ESTADUAL PE JOÃO BOSCO PENIDO BURNIER;RUA DAS PERPÉTUAS, 79;3862;10
36;1074;ESCOLA MUNICIPAL ANTONIO SALES BARBOSA;RUA SABINO JOSE FERREIRA, 5;2981;18
36;1082;ESCOLA MUNICIPAL HELENA ANTIPOFF;AV. ANTONIO EUSTÁQUIO PIAZZA ,4020;4264;28
36;1104;ESCOLA MUNICIPAL AURELIO BUARQUE DE HOLANDA;PEDRO RAMOS CRUZ, 60;2606;8
36;1155;COLÉGIO SANTA RITA;RUA COSTA BELÉM,122;2775;21
36;1163;COLÉGIO CHROMOS (ANTIGO COLÉGIO CENECISTA DOMICIANO VIEIRA);RUA JOSÉ GONÇALVES, 550;2808;11
36;1171;ESCOLA ESTADUAL CECÍLIA MEIRELES;RUA JOSÉ DOS SANTOS LAGE, 360;4106;20
36;1180;ESCOLA ESTADUAL MARGARIDA BROCHADO;RUA BARÃO DE COROMANDEL, 426;1685;7
36;1198;ESCOLA ESTADUAL RODRIGUES CAMPOS;AV. SINFRÔNIO BROCHADO, 355;4165;24
36;1201;ESCOLA MUNICIPAL ANTÔNIO ALEIXO;AV. OLINTO MEIRELES, 250;492;5
36;1210;ESCOLA MUNICIPAL LUIZ GATTI;RUA O. GARIMPEIRO, 45;4692;16
36;1228;ESCOLA MUNICIPAL PE. FLÁVIO GIAMMETTA;R.SEBASTIÃO MARIA DA SILVA,175;2047;6
36;1236;ESCOLA MUNICIPAL SEBASTIÃO GUILHERME DE OLIVEIRA;RUA CALÊNDULA,10;2612;5
36;1260;ESCOLA MUNICIPAL AYRES DA MATA MACHADO FILHO;AV. SENADOR LEVINDO COELHO,132;1592;4
36;1368;ESCOLA ESTADUAL DIOGO DE VASCONCELOS;RUA PROFESSOR LUIZ POMPEU, 30;2427;11
36;1376;ESCOLA ESTADUAL PADRE JOÃO BOTELHO;RUA MARIA DE LOURDES MANSO, 81;3049;8
37;1031;COLÉGIO SALESIANO;AV. AMAZONAS, 6825;4133;32
37;1058;ESCOLA ESTADUAL PROF. LEON RENAULT;AV. AMAZONAS, 5855;2827;14
37;1066;ESCOLA ESTADUAL DR PAULO DINIZ CHAGAS;RUA CÂNDIDO DE SOUZA, 80;1222;14
37;1295;ESCOLA ESTADUAL DR ANTÔNIO AUGUSTO SOARES CANEDO;AV. CAPIM BRANCO, 157;4846;19
37;1309;ESCOLA ESTADUAL HERMENEGILDO CHAVES;RUA HERCULANO MOURAO SALAZAR, 105 (ANT. RUA JOAO XXIII);2719;11
37;1317;ESCOLA MUNICIPAL PADRE HENRIQUE BRANDÃO;RUA CRISPIM JACQUES, 987;4205;8
37;1325;ESCOLA ESTADUAL PROFESSORA MARIA DO SOCORRO ANDRADE;R. ALEXANDRE MATIAS ALVES, 290;3659;20
37;1333;ESCOLA ESTADUAL PROFESSOR MAGALHÃES DRUMMOND;RUA FERNANDO ALVES, 260;2353;5
37;1368;ESCOLA MUNICIPAL TEN. MANOEL TEIXEIRA MAGALHÃES PENIDO;RUA AMUR, 48;2312;17
37;1376;ESCOLA MUNICIPAL MESTRE ATAYDE;RUA AUGUSTO JOSÉ DOS SANTOS, 560;4793;7
37;1406;ESCOLA ESTADUAL AARÃO REIS;RUA JAIME SALSE, 330;3442;22
37;1490;ESCOLA ESTADUAL GERALDO TEIXEIRA DA COSTA;RUA PADRE TIAGO DE ALMEIDA, 382;2872;28
37;1511;ESCOLA MUNICIPAL MÁRIO WERNECK;RUA ABATI, 10;3246;21
37;1520;E.E. ORDEM E PROGRESSO (ANTIGA E. E. FELIPE CORREA);RUA OSCAR NEGRÃO DE LIMA, 29;3561;25
37;1589;UMEI PITUCHINHA;RUA MARQUÊS DO LAVRADIO, 619;2579;21
37;1597;ESCOLA MUNICIPAL JOÃO CAMILO DE OLIVEIRA TORRES;RUA ESTER BATISTA VIEIRA, 12;1814;11
37;1600;ESCOLA MUNICIPAL JOÃO PINHEIRO;RUA PADRE MANOEL BERNARDES   , 303;2925;26
37;1619;INSTITUTO EDUCACIONAL BAIÃO SANTOS;RUA FREI CONCEIÇÃO VELOSO,  473;1830;21
37;1627;ESCOLA ESTADUAL ELPÍDIO ARISTIDES DE FREITAS;RUA MARIA ANTÔNIA FRÁGOLA, 50;3023;32
37;1635;ESCOLA ESTADUAL DOM CABRAL;RUA SÃO FELICÍSSIMO, 153;2309;19
38;1023;ESCOLA ESTADUAL GERALDINA ANA GOMES;RUA GUERNICA, 275;3560;9
38;1066;ESCOLA MUNICIPAL MILTON CAMPOS;RUA JOVINO RODRIGUES PEGO, 145;4635;13
38;1074;ESCOLA MUNICIPAL MOYSÉS KALIL;RUA AFONSO PEREIRA DA SILVA, 10;4550;16
38;1082;ESCOLA MUNICIPAL PROFESSOR PEDRO GUERRA;RUA JOÃO FERREIRA DA SILVA, 230;3200;12
38;1090;ESCOLA ESTADUAL AFONSO PENA MASCARENHAS;RUA ODETE RODRIGUES DE OLIVEIRA, 180;2657;12
38;1104;ESCOLA MUNICIPAL PROFESSOR TABAJARA PEDROSO;RUA GERALDO ANUNCIAÇÃO, 45;1826;17
38;1112;ESCOLA MUNICIPAL GRACY VIANNA LAGE;RUA JOÃO SOARES LEAL, 23;4292;21
38;1120;ESCOLA ESTADUAL DJANIRA RODRIGUES DE OLIVEIRA;RUA JOÃO ANTONIO MAURÍCIO, 160;5193;19
38;1139;ESCOLA ESTADUAL JUSCELINO KUBITSCHEK DE OLIVEIRA;RUA HERCI EUCLIDES FERREIRA, 229;2428;11
38;1198;ESCOLA MUNICIPAL ANTÔNIA FERREIRA;RUA JOÃO GUALBERTO DE ABREU, 10;5118;31
38;1201;ESCOLA MUNICIPAL ANTÔNIO GOMES HORTA;RUA ANTÔNIO JOSÉ DE OLIVEIRA, 161;2500;8
38;1210;ESCOLA ESTADUAL CORONEL MANOEL SOARES DO COUTO;RUA WALFRIDO TEIXEIRA SIMÕES, 200;5124;17
38;1228;ESCOLA MUNICIPAL DORA TOMICH LAENDER;RUA JULITA NUNES LIMA, 53;1573;6
38;1236;ESCOLA MUNICIPAL JOSÉ MARIA ALKMIM;RUA BENÍGNO FAGUNDES DA SILVA, S/N;3826;13
38;1244;ESCOLA ESTADUAL GETÚLIO VARGAS;RUA GUIDO LEÃO, 22;3020;14
38;1260;ESCOLA ESTADUAL SANTOS DUMONT;RUA ALCIDES LINS, 502;4345;26
38;1279;EMEI - VENDA NOVA (SUBSTITUIU PARÓQUIA SANTO ANTÔNIO);RUA DOUTOR ÁLVARO CAMARGOS, 14;891;8
38;1287;CESEC MARIA VIEIRA BARBOSA (ANTIGO CESU);RUA PADRE PEDRO PINTO, 775;2075;8
38;1384;ESCOLA MUNICIPAL ARMANDO ZILLER;RUA GERALDO ILÍDIO TEIXEIRA, 283;2339;14
38;1392;ESCOLA MUNICIPAL DEPUTADO RENATO AZEREDO;RUA ÁGUA, 240;1341;2
38;1406;ESCOLA MUNICIPAL DOUTOR JOSÉ XAVIER NOGUEIRA;RUA NORUEGA, 13;1041;5
38;1414;ESCOLA MUNICIPAL PADRE MARZANO MATIAS;RUA ÉRICO VERÍSSIMO, 1.280;2008;9
39;1090;ESCOLA ESTADUAL PEDRO PAULO PENIDO;RUA RONAN SOARES, 40, FLORAMAR;4100;15
39;1104;ESCOLA MUNICIPAL RUI DA COSTA VAL;RUA ANTÔNIO PEREIRA DOS SANTOS, 30, JARDIM FELICIDADE;2664;5
39;1112;ESCOLA ESTADUAL PROFESSORA FRANCISCA MALHEIROS;RUA RONALD DE CARVALHO, 276, TUPI;4648;11
39;1120;ESCOLA MUNICIPAL FRANCISCO CAMPOS;RUA HERALDO BELISARIO, 190, TUPI;5020;21
39;1139;ESCOLA MUNICIPAL SEBASTIANA NOVAIS;RUA ANITA MALFATTI, 60, TUPI;3631;26
39;1171;ESCOLA MUNICIPAL MINERVINA AUGUSTA;RUA DAVID CANABARRO, 18, CAMPO ALEGRE;2916;12
39;1201;ESCOLA ESTADUAL PROF. BOLIVAR FREITAS;RUA JOSE PINTO MOURA, 395, JARDIM GUANABARA;6006;18
39;1252;ESCOLA ESTADUAL PASCHOAL COMANDUCCI;RUA JOÃO NASCIMENTO PIRES, 240, JACQUELINE;5116;18
39;1260;ESCOLA ESTADUAL PROFESSORA MARIA COUTINHO;RUA LUIS GONZAGA DE SOUZA, 75, JACQUELINE;3610;11
39;1279;ESCOLA ESTADUAL PROFESSORA INES GERALDA DE OLIVEIRA;RUA MARIA MARTINS, 550, CELESTINO;4414;10
39;1333;ESCOLA MUNICIPAL DES. LORETO RIBEIRO DE ABREU;RUA MARCOS DONATO DE LIMA,  S/N, RIBEIRO DE ABREU;701;3
39;1350;ESCOLA ESTADUAL MARGARIDA DE MELO PRADO;RUA JOAQUIM DE ABREU, 50, MONTE AZUL;1800;16
39;1481;ESCOLA ESTADUAL CARLOS DRUMOND DE ANDRADE;RUA PROFESSORA GABRIELA VARELA, 360, FLORAMAR;5575;18
39;1490;ESCOLA MUNICIPAL HILDA RABELO MATTA;RUA JOVENTINO DA ROCHA, 72, HELIÓPOLIS;3228;15
39;1503;ESCOLA MUNICIPAL TRISTÃO DA CUNHA;RUA DR. JOSE FEROLLA, 80, PLANALTO;3565;13
39;1511;ESCOLA MUNICIPAL LIDIA ANGELICA;RUA CORONEL INDIO DO BRASIL, 164, ITAPOÃ;3601;27
39;1520;ESCOLA ESTADUAL TRES PODERES;AV. PORTUGAL, 4095, ITAPOÃ;4418;32
39;1554;ESCOLA ESTADUAL MARIA LUIZA DE MIRANDA BASTOS;RUA SÃO JOSE DO JACURI, 60, PLANALTO;3981;28
39;1570;ESCOLA MUNICIPAL FRANCISCO DE MAGALHÃES GOMES;RUA DOS MAMOEIROS, 98, VILA CLÓRIS;2583;16
39;1589;ESCOLA MUNICIPAL JARDIM FELICIDADE;RUA EXPEDICIONÁRIO JÉSUS RAMOS, 250, JARDIM FELICIDADE;1195;3
39;1597;ESCOLA MUNICIPAL JOSÉ MARIA DOS MARES GUIA;RUA BENEDITINOS, 180, HELIÓPOLIS;2019;8
39;1619;ESCOLA MUNICIPAL PROFESSOR DANIEL ALVARENGA;RUA COQUILHO, 10, JACQUELINE;1113;5
39;1627;ESCOLA MUNICIPAL FLORESTAN FERNANDES;RUA PAU FERRO, 360, SOLIMÕES;656;6
39;1635;ESCOLA MUNICIPAL SÉRGIO MIRANDA;RUA MINISTRO OSVALDO ARANHA, 345, TUPI;594;4
39;1643;ESCOLA MUNICIPAL ACADÊMICO VIVALDI MOREIRA;RUA AGENOR DE PAULA ESTRELA, 380;870;10
39;1651;FACULDADE JESUÍTA DE FILOSOFIA E TEOLOGIA - FAJE;AV. DR. CRISTIANO GUIMARÃES, 2127;412;4
